"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"Italy (IT)","13.03.2017 03:00 - 13.03.2017 04:00 (CET/CEST)","301","n/e","288","4864","730","0","n/e","n/e","687","0","1039","1540","104","n/e","n/e","6229","n/e","0","48","n/e","914"
"Italy (IT)","13.03.2017 04:00 - 13.03.2017 05:00 (CET/CEST)","302","n/e","291","5089","722","0","n/e","n/e","687","0","671","1423","148","n/e","n/e","6284","n/e","0","47","n/e","1081"
"Italy (IT)","13.03.2017 05:00 - 13.03.2017 06:00 (CET/CEST)","299","n/e","270","5895","713","0","n/e","n/e","687","0","658","1445","160","n/e","n/e","6507","n/e","0","45","n/e","1277"
"Italy (IT)","13.03.2017 06:00 - 13.03.2017 07:00 (CET/CEST)","294","n/e","261","7915","791","0","n/e","n/e","688","0","304","1899","614","n/e","n/e","7969","n/e","104","43","n/e","1424"
"Italy (IT)","13.03.2017 07:00 - 13.03.2017 08:00 (CET/CEST)","298","n/e","253","8734","817","0","n/e","n/e","687","123","15","2653","783","n/e","n/e","9102","n/e","1712","44","n/e","1398"
"Italy (IT)","13.03.2017 08:00 - 13.03.2017 09:00 (CET/CEST)","300","n/e","323","9025","816","0","n/e","n/e","687","259","4","3319","1034","n/e","n/e","9780","n/e","4279","44","n/e","1345"
"Italy (IT)","13.03.2017 09:00 - 13.03.2017 10:00 (CET/CEST)","300","n/e","316","8676","818","0","n/e","n/e","687","44","4","2992","926","n/e","n/e","9162","n/e","6307","45","n/e","1678"
"Italy (IT)","13.03.2017 10:00 - 13.03.2017 11:00 (CET/CEST)","285","n/e","311","7982","813","0","n/e","n/e","687","44","4","2806","831","n/e","n/e","8588","n/e","8041","46","n/e","1830"
"Italy (IT)","13.03.2017 11:00 - 13.03.2017 12:00 (CET/CEST)","290","n/e","292","7854","734","0","n/e","n/e","684","44","4","2474","578","n/e","n/e","8700","n/e","9105","50","n/e","1981"
"Italy (IT)","13.03.2017 12:00 - 13.03.2017 13:00 (CET/CEST)","288","n/e","287","6271","690","0","n/e","n/e","684","1","5","2136","508","n/e","n/e","8103","n/e","9256","46","n/e","2126"
"Italy (IT)","13.03.2017 13:00 - 13.03.2017 14:00 (CET/CEST)","287","n/e","279","6487","801","0","n/e","n/e","683","0","329","2076","502","n/e","n/e","8224","n/e","8837","46","n/e","2121"
"Italy (IT)","13.03.2017 14:00 - 13.03.2017 15:00 (CET/CEST)","292","n/e","270","7456","816","0","n/e","n/e","684","0","52","2317","511","n/e","n/e","8745","n/e","7883","44","n/e","2283"
"Italy (IT)","13.03.2017 15:00 - 13.03.2017 16:00 (CET/CEST)","293","n/e","281","8578","836","0","n/e","n/e","685","191","5","2298","661","n/e","n/e","9157","n/e","6075","48","n/e","2526"
"Italy (IT)","13.03.2017 16:00 - 13.03.2017 17:00 (CET/CEST)","295","n/e","239","9467","849","0","n/e","n/e","685","259","5","2942","941","n/e","n/e","9592","n/e","3432","48","n/e","2569"
"Italy (IT)","13.03.2017 17:00 - 13.03.2017 18:00 (CET/CEST)","297","n/e","265","10082","885","0","n/e","n/e","685","593","2","3513","1244","n/e","n/e","9697","n/e","839","48","n/e","2398"
"Italy (IT)","13.03.2017 18:00 - 13.03.2017 19:00 (CET/CEST)","294","n/e","263","10585","871","0","n/e","n/e","686","1012","","4476","1299","n/e","n/e","11007","n/e","6","49","n/e","2161"
"Italy (IT)","13.03.2017 19:00 - 13.03.2017 20:00 (CET/CEST)","287","n/e","291","11179","962","0","n/e","n/e","686","1113","","4585","1386","n/e","n/e","12009","n/e","0","49","n/e","2130"
"Italy (IT)","13.03.2017 20:00 - 13.03.2017 21:00 (CET/CEST)","289","n/e","256","10196","1024","0","n/e","n/e","687","318","","4307","1270","n/e","n/e","11379","n/e","0","50","n/e","2236"
"Italy (IT)","13.03.2017 21:00 - 13.03.2017 22:00 (CET/CEST)","290","n/e","251","9718","1011","0","n/e","n/e","687","143","4","3165","947","n/e","n/e","10235","n/e","0","52","n/e","2161"
"Italy (IT)","13.03.2017 22:00 - 13.03.2017 23:00 (CET/CEST)","284","n/e","277","9121","1014","0","n/e","n/e","688","0","5","2274","638","n/e","n/e","8400","n/e","0","45","n/e","2226"
"Italy (IT)","13.03.2017 23:00 - 14.03.2017 00:00 (CET/CEST)","291","n/e","260","7695","1014","0","n/e","n/e","688","0","5","1939","384","n/e","n/e","7715","n/e","0","41","n/e","2159"
"Italy (IT)","14.03.2017 00:00 - 14.03.2017 01:00 (CET/CEST)","296","n/e","271","5794","1013","0","n/e","n/e","687","0","5","1779","200","n/e","n/e","7285","n/e","0","37","n/e","2096"
"Italy (IT)","14.03.2017 01:00 - 14.03.2017 02:00 (CET/CEST)","297","n/e","267","5242","994","0","n/e","n/e","687","0","5","1474","143","n/e","n/e","6677","n/e","0","37","n/e","2011"
"Italy (IT)","14.03.2017 02:00 - 14.03.2017 03:00 (CET/CEST)","302","n/e","285","4791","846","0","n/e","n/e","689","0","5","1356","118","n/e","n/e","6244","n/e","0","36","n/e","1989"
"Italy (IT)","14.03.2017 03:00 - 14.03.2017 04:00 (CET/CEST)","303","n/e","273","4855","643","0","n/e","n/e","690","0","5","1275","66","n/e","n/e","6016","n/e","0","37","n/e","2039"
"Italy (IT)","14.03.2017 04:00 - 14.03.2017 05:00 (CET/CEST)","305","n/e","297","5131","721","0","n/e","n/e","690","0","39","1294","154","n/e","n/e","6185","n/e","0","40","n/e","2175"
"Italy (IT)","14.03.2017 05:00 - 14.03.2017 06:00 (CET/CEST)","303","n/e","270","5846","954","0","n/e","n/e","689","0","5","1372","291","n/e","n/e","7201","n/e","0","41","n/e","2172"
"Italy (IT)","14.03.2017 06:00 - 14.03.2017 07:00 (CET/CEST)","303","n/e","281","7548","1016","0","n/e","n/e","690","0","5","1851","503","n/e","n/e","8947","n/e","124","41","n/e","2163"
"Italy (IT)","14.03.2017 07:00 - 14.03.2017 08:00 (CET/CEST)","302","n/e","273","8837","1014","0","n/e","n/e","685","179","1","2408","711","n/e","n/e","10027","n/e","1780","40","n/e","1768"
"Italy (IT)","14.03.2017 08:00 - 14.03.2017 09:00 (CET/CEST)","301","n/e","273","9358","1012","0","n/e","n/e","673","204","","2880","909","n/e","n/e","10705","n/e","4680","41","n/e","1336"
"Italy (IT)","14.03.2017 09:00 - 14.03.2017 10:00 (CET/CEST)","281","n/e","333","8878","1016","0","n/e","n/e","669","44","","2836","692","n/e","n/e","10909","n/e","7082","36","n/e","1415"
"Italy (IT)","14.03.2017 10:00 - 14.03.2017 11:00 (CET/CEST)","294","n/e","290","8321","1013","0","n/e","n/e","670","44","1","2280","602","n/e","n/e","9958","n/e","8592","40","n/e","1668"
"Italy (IT)","14.03.2017 11:00 - 14.03.2017 12:00 (CET/CEST)","295","n/e","275","7868","1013","0","n/e","n/e","670","44","2","2112","527","n/e","n/e","9456","n/e","9239","40","n/e","1906"
"Italy (IT)","14.03.2017 12:00 - 14.03.2017 13:00 (CET/CEST)","304","n/e","281","6970","1014","0","n/e","n/e","668","20","3","2011","634","n/e","n/e","8716","n/e","9238","40","n/e","2208"
"Italy (IT)","14.03.2017 13:00 - 14.03.2017 14:00 (CET/CEST)","299","n/e","278","6851","1015","0","n/e","n/e","668","20","2","1921","664","n/e","n/e","8565","n/e","8806","39","n/e","2511"
"Italy (IT)","14.03.2017 14:00 - 14.03.2017 15:00 (CET/CEST)","299","n/e","277","7414","1011","0","n/e","n/e","638","20","2","2006","667","n/e","n/e","8919","n/e","7540","41","n/e","2664"
"Italy (IT)","14.03.2017 15:00 - 14.03.2017 16:00 (CET/CEST)","301","n/e","259","8201","1011","0","n/e","n/e","626","20","3","2060","742","n/e","n/e","9978","n/e","5788","41","n/e","2663"
"Italy (IT)","14.03.2017 16:00 - 14.03.2017 17:00 (CET/CEST)","297","n/e","245","9080","1013","0","n/e","n/e","661","22","4","2509","875","n/e","n/e","10664","n/e","3134","44","n/e","2702"
"Italy (IT)","14.03.2017 17:00 - 14.03.2017 18:00 (CET/CEST)","297","n/e","253","9862","1010","0","n/e","n/e","677","372","4","3716","1157","n/e","n/e","10712","n/e","801","44","n/e","2365"
"Italy (IT)","14.03.2017 18:00 - 14.03.2017 19:00 (CET/CEST)","295","n/e","263","11075","1011","0","n/e","n/e","683","747","","4651","1419","n/e","n/e","11326","n/e","9","43","n/e","2058"
"Italy (IT)","14.03.2017 19:00 - 14.03.2017 20:00 (CET/CEST)","293","n/e","245","11988","1011","0","n/e","n/e","681","690","","4832","1548","n/e","n/e","11846","n/e","0","43","n/e","1934"
"Italy (IT)","14.03.2017 20:00 - 14.03.2017 21:00 (CET/CEST)","298","n/e","275","11879","1008","0","n/e","n/e","682","434","4","4363","1361","n/e","n/e","10931","n/e","0","43","n/e","1675"
"Italy (IT)","14.03.2017 21:00 - 14.03.2017 22:00 (CET/CEST)","288","n/e","304","11484","995","0","n/e","n/e","683","231","4","2918","892","n/e","n/e","10236","n/e","0","44","n/e","1564"
"Italy (IT)","14.03.2017 22:00 - 14.03.2017 23:00 (CET/CEST)","277","n/e","292","9703","899","0","n/e","n/e","683","92","4","2197","669","n/e","n/e","9438","n/e","0","43","n/e","1600"
"Italy (IT)","14.03.2017 23:00 - 15.03.2017 00:00 (CET/CEST)","279","n/e","279","8628","989","0","n/e","n/e","683","0","4","1821","438","n/e","n/e","8767","n/e","0","43","n/e","1810"
"Italy (IT)","15.03.2017 00:00 - 15.03.2017 01:00 (CET/CEST)","278","n/e","272","6884","984","0","n/e","n/e","685","0","73","1831","332","n/e","n/e","7705","n/e","0","41","n/e","1952"
"Italy (IT)","15.03.2017 01:00 - 15.03.2017 02:00 (CET/CEST)","284","n/e","314","6266","777","0","n/e","n/e","686","0","256","1452","109","n/e","n/e","6810","n/e","0","42","n/e","2026"
"Italy (IT)","15.03.2017 02:00 - 15.03.2017 03:00 (CET/CEST)","293","n/e","307","5916","642","0","n/e","n/e","686","0","393","1364","108","n/e","n/e","6493","n/e","0","42","n/e","2285"
"Italy (IT)","15.03.2017 03:00 - 15.03.2017 04:00 (CET/CEST)","295","n/e","286","5516","605","0","n/e","n/e","685","0","520","1300","124","n/e","n/e","6451","n/e","0","43","n/e","2430"
"Italy (IT)","15.03.2017 04:00 - 15.03.2017 05:00 (CET/CEST)","300","n/e","301","5634","631","0","n/e","n/e","685","0","651","1333","179","n/e","n/e","6895","n/e","0","44","n/e","2378"
"Italy (IT)","15.03.2017 05:00 - 15.03.2017 06:00 (CET/CEST)","299","n/e","309","6286","833","0","n/e","n/e","686","0","644","1449","314","n/e","n/e","7875","n/e","0","42","n/e","2219"
"Italy (IT)","15.03.2017 06:00 - 15.03.2017 07:00 (CET/CEST)","298","n/e","311","7625","994","0","n/e","n/e","683","0","191","1980","579","n/e","n/e","9319","n/e","76","40","n/e","1976"
"Italy (IT)","15.03.2017 07:00 - 15.03.2017 08:00 (CET/CEST)","297","n/e","297","8628","1016","0","n/e","n/e","680","58","4","2541","932","n/e","n/e","10095","n/e","1638","40","n/e","1741"
"Italy (IT)","15.03.2017 08:00 - 15.03.2017 09:00 (CET/CEST)","302","n/e","283","9193","1011","0","n/e","n/e","679","80","4","3145","1146","n/e","n/e","10548","n/e","4427","41","n/e","1528"
"Italy (IT)","15.03.2017 09:00 - 15.03.2017 10:00 (CET/CEST)","297","n/e","286","9294","1014","0","n/e","n/e","678","153","4","3179","1119","n/e","n/e","10476","n/e","6686","41","n/e","1496"
"Italy (IT)","15.03.2017 10:00 - 15.03.2017 11:00 (CET/CEST)","298","n/e","300","8974","1013","0","n/e","n/e","675","155","4","2619","877","n/e","n/e","9626","n/e","8384","42","n/e","1517"
"Italy (IT)","15.03.2017 11:00 - 15.03.2017 12:00 (CET/CEST)","298","n/e","292","8736","1016","0","n/e","n/e","676","154","4","2290","714","n/e","n/e","9536","n/e","8994","41","n/e","1326"
"Italy (IT)","15.03.2017 12:00 - 15.03.2017 13:00 (CET/CEST)","302","n/e","297","8642","1007","0","n/e","n/e","677","0","504","2100","506","n/e","n/e","8972","n/e","8564","39","n/e","1615"
"Italy (IT)","15.03.2017 13:00 - 15.03.2017 14:00 (CET/CEST)","301","n/e","266","8680","831","0","n/e","n/e","677","0","1337","2019","681","n/e","n/e","9003","n/e","7790","41","n/e","2048"
"Italy (IT)","15.03.2017 14:00 - 15.03.2017 15:00 (CET/CEST)","301","n/e","323","8208","811","0","n/e","n/e","676","0","259","1963","514","n/e","n/e","9305","n/e","6724","41","n/e","2414"
"Italy (IT)","15.03.2017 15:00 - 15.03.2017 16:00 (CET/CEST)","299","n/e","298","8637","809","0","n/e","n/e","671","7","153","2138","741","n/e","n/e","10111","n/e","5365","40","n/e","2653"
"Italy (IT)","15.03.2017 16:00 - 15.03.2017 17:00 (CET/CEST)","303","n/e","264","9331","807","0","n/e","n/e","678","326","4","2564","805","n/e","n/e","10470","n/e","3074","43","n/e","2673"
"Italy (IT)","15.03.2017 17:00 - 15.03.2017 18:00 (CET/CEST)","294","n/e","264","10054","806","0","n/e","n/e","683","534","","3328","1051","n/e","n/e","10609","n/e","836","40","n/e","2347"
"Italy (IT)","15.03.2017 18:00 - 15.03.2017 19:00 (CET/CEST)","285","n/e","297","10807","808","0","n/e","n/e","683","1538","","4282","1170","n/e","n/e","11379","n/e","11","43","n/e","2145"
"Italy (IT)","15.03.2017 19:00 - 15.03.2017 20:00 (CET/CEST)","289","n/e","272","11068","808","0","n/e","n/e","685","1657","","4680","1424","n/e","n/e","12453","n/e","0","42","n/e","2453"
"Italy (IT)","15.03.2017 20:00 - 15.03.2017 21:00 (CET/CEST)","284","n/e","274","10623","794","0","n/e","n/e","685","584","","4179","1144","n/e","n/e","11558","n/e","0","43","n/e","2542"
"Italy (IT)","15.03.2017 21:00 - 15.03.2017 22:00 (CET/CEST)","285","n/e","286","10024","688","0","n/e","n/e","686","146","4","2683","897","n/e","n/e","11058","n/e","0","43","n/e","2299"
"Italy (IT)","15.03.2017 22:00 - 15.03.2017 23:00 (CET/CEST)","286","n/e","230","9500","690","0","n/e","n/e","687","0","4","2002","671","n/e","n/e","9292","n/e","0","43","n/e","2155"
"Italy (IT)","15.03.2017 23:00 - 16.03.2017 00:00 (CET/CEST)","283","n/e","234","8557","795","0","n/e","n/e","687","0","4","1762","467","n/e","n/e","7888","n/e","0","42","n/e","1781"
"Italy (IT)","16.03.2017 00:00 - 16.03.2017 01:00 (CET/CEST)","285","n/e","258","6368","807","0","n/e","n/e","686","0","26","1706","112","n/e","n/e","7784","n/e","0","44","n/e","1851"
"Italy (IT)","16.03.2017 01:00 - 16.03.2017 02:00 (CET/CEST)","287","n/e","258","5094","787","0","n/e","n/e","686","0","280","1629","105","n/e","n/e","7349","n/e","0","42","n/e","2287"
"Italy (IT)","16.03.2017 02:00 - 16.03.2017 03:00 (CET/CEST)","288","n/e","258","4456","579","0","n/e","n/e","685","0","335","1439","105","n/e","n/e","7228","n/e","0","42","n/e","2654"
"Italy (IT)","16.03.2017 03:00 - 16.03.2017 04:00 (CET/CEST)","287","n/e","258","4370","426","0","n/e","n/e","685","0","514","1315","68","n/e","n/e","7240","n/e","0","42","n/e","2822"
"Italy (IT)","16.03.2017 04:00 - 16.03.2017 05:00 (CET/CEST)","284","n/e","258","4413","405","0","n/e","n/e","685","0","546","1365","104","n/e","n/e","7282","n/e","0","42","n/e","2993"
"Italy (IT)","16.03.2017 05:00 - 16.03.2017 06:00 (CET/CEST)","287","n/e","258","5312","454","0","n/e","n/e","684","0","443","1443","306","n/e","n/e","7736","n/e","0","40","n/e","3187"
"Italy (IT)","16.03.2017 06:00 - 16.03.2017 07:00 (CET/CEST)","288","n/e","258","6366","718","0","n/e","n/e","684","0","93","1793","475","n/e","n/e","9146","n/e","133","39","n/e","3314"
"Italy (IT)","16.03.2017 07:00 - 16.03.2017 08:00 (CET/CEST)","285","n/e","259","7449","810","0","n/e","n/e","684","57","2","2312","723","n/e","n/e","9843","n/e","1909","41","n/e","3170"
"Italy (IT)","16.03.2017 08:00 - 16.03.2017 09:00 (CET/CEST)","281","n/e","262","7510","809","0","n/e","n/e","684","79","41","2939","970","n/e","n/e","10465","n/e","4627","42","n/e","2848"
"Italy (IT)","16.03.2017 09:00 - 16.03.2017 10:00 (CET/CEST)","281","n/e","258","7023","811","0","n/e","n/e","683","115","16","2315","609","n/e","n/e","9787","n/e","7070","41","n/e","2899"
"Italy (IT)","16.03.2017 10:00 - 16.03.2017 11:00 (CET/CEST)","286","n/e","258","6641","811","0","n/e","n/e","683","116","139","2059","519","n/e","n/e","9008","n/e","8562","41","n/e","2940"
"Italy (IT)","16.03.2017 11:00 - 16.03.2017 12:00 (CET/CEST)","280","n/e","258","6252","811","0","n/e","n/e","681","100","384","1937","487","n/e","n/e","8713","n/e","9253","42","n/e","3031"
"Italy (IT)","16.03.2017 12:00 - 16.03.2017 13:00 (CET/CEST)","290","n/e","258","5550","813","0","n/e","n/e","680","0","1096","1821","515","n/e","n/e","8166","n/e","9607","41","n/e","3313"
"Italy (IT)","16.03.2017 13:00 - 16.03.2017 14:00 (CET/CEST)","285","n/e","257","5437","811","0","n/e","n/e","678","0","1204","1802","598","n/e","n/e","7986","n/e","9302","41","n/e","3389"
"Italy (IT)","16.03.2017 14:00 - 16.03.2017 15:00 (CET/CEST)","287","n/e","255","5849","811","0","n/e","n/e","679","21","427","1975","631","n/e","n/e","8376","n/e","8044","41","n/e","3318"
"Italy (IT)","16.03.2017 15:00 - 16.03.2017 16:00 (CET/CEST)","278","n/e","258","6439","812","0","n/e","n/e","679","118","149","1944","642","n/e","n/e","9372","n/e","6333","41","n/e","3196"
"Italy (IT)","16.03.2017 16:00 - 16.03.2017 17:00 (CET/CEST)","282","n/e","258","7361","812","0","n/e","n/e","679","118","4","2333","908","n/e","n/e","10495","n/e","3613","41","n/e","2874"
"Italy (IT)","16.03.2017 17:00 - 16.03.2017 18:00 (CET/CEST)","286","n/e","258","8429","811","0","n/e","n/e","676","200","3","3507","1218","n/e","n/e","11435","n/e","921","42","n/e","2432"
"Italy (IT)","16.03.2017 18:00 - 16.03.2017 19:00 (CET/CEST)","284","n/e","262","8795","814","0","n/e","n/e","680","2105","","4445","1400","n/e","n/e","11992","n/e","7","42","n/e","2109"
"Italy (IT)","16.03.2017 19:00 - 16.03.2017 20:00 (CET/CEST)","278","n/e","258","9853","813","0","n/e","n/e","681","2576","","4859","1561","n/e","n/e","12349","n/e","0","40","n/e","1751"
"Italy (IT)","16.03.2017 20:00 - 16.03.2017 21:00 (CET/CEST)","291","n/e","258","10179","811","0","n/e","n/e","684","1722","","4497","1304","n/e","n/e","11715","n/e","0","41","n/e","1637"
"Italy (IT)","16.03.2017 21:00 - 16.03.2017 22:00 (CET/CEST)","296","n/e","258","9814","802","0","n/e","n/e","684","435","3","3902","1139","n/e","n/e","10115","n/e","0","41","n/e","1510"
"Italy (IT)","16.03.2017 22:00 - 16.03.2017 23:00 (CET/CEST)","289","n/e","258","9583","794","0","n/e","n/e","684","21","4","2243","763","n/e","n/e","9481","n/e","0","43","n/e","1290"
"Italy (IT)","16.03.2017 23:00 - 17.03.2017 00:00 (CET/CEST)","286","n/e","258","8370","807","0","n/e","n/e","685","0","10","1881","419","n/e","n/e","8591","n/e","0","43","n/e","1175"
"Italy (IT)","17.03.2017 00:00 - 17.03.2017 01:00 (CET/CEST)","285","n/e","274","6711","817","0","n/e","n/e","684","0","85","1797","145","n/e","n/e","8028","n/e","0","43","n/e","1200"
"Italy (IT)","17.03.2017 01:00 - 17.03.2017 02:00 (CET/CEST)","287","n/e","278","6074","814","0","n/e","n/e","684","0","41","1686","120","n/e","n/e","7024","n/e","0","43","n/e","1226"
"Italy (IT)","17.03.2017 02:00 - 17.03.2017 03:00 (CET/CEST)","287","n/e","253","5779","691","0","n/e","n/e","684","0","5","1488","122","n/e","n/e","6797","n/e","0","43","n/e","1291"
"Italy (IT)","17.03.2017 03:00 - 17.03.2017 04:00 (CET/CEST)","284","n/e","273","5830","511","0","n/e","n/e","684","0","129","1462","218","n/e","n/e","7105","n/e","0","43","n/e","1293"
"Italy (IT)","17.03.2017 04:00 - 17.03.2017 05:00 (CET/CEST)","287","n/e","255","6177","486","0","n/e","n/e","684","0","140","1473","210","n/e","n/e","7342","n/e","0","44","n/e","1377"
"Italy (IT)","17.03.2017 05:00 - 17.03.2017 06:00 (CET/CEST)","282","n/e","241","6920","643","0","n/e","n/e","683","0","20","1548","276","n/e","n/e","8074","n/e","0","42","n/e","1507"
"Italy (IT)","17.03.2017 06:00 - 17.03.2017 07:00 (CET/CEST)","283","n/e","275","8170","787","0","n/e","n/e","683","0","4","2364","747","n/e","n/e","9082","n/e","177","42","n/e","1458"
"Italy (IT)","17.03.2017 07:00 - 17.03.2017 08:00 (CET/CEST)","284","n/e","284","8930","819","0","n/e","n/e","684","104","4","3272","1067","n/e","n/e","9869","n/e","2068","43","n/e","1285"
"Italy (IT)","17.03.2017 08:00 - 17.03.2017 09:00 (CET/CEST)","320","n/e","245","8681","820","0","n/e","n/e","683","106","49","3702","1337","n/e","n/e","10495","n/e","4951","42","n/e","1045"
"Italy (IT)","17.03.2017 09:00 - 17.03.2017 10:00 (CET/CEST)","284","n/e","240","8533","815","0","n/e","n/e","681","25","159","3104","1030","n/e","n/e","10098","n/e","7237","41","n/e","1045"
"Italy (IT)","17.03.2017 10:00 - 17.03.2017 11:00 (CET/CEST)","285","n/e","238","8674","819","0","n/e","n/e","681","25","37","2277","801","n/e","n/e","9587","n/e","8785","42","n/e","1129"
"Italy (IT)","17.03.2017 11:00 - 17.03.2017 12:00 (CET/CEST)","279","n/e","287","8352","821","0","n/e","n/e","679","25","139","2138","771","n/e","n/e","9271","n/e","9612","41","n/e","1199"
"Italy (IT)","17.03.2017 12:00 - 17.03.2017 13:00 (CET/CEST)","275","n/e","310","7085","813","0","n/e","n/e","679","20","405","2024","605","n/e","n/e","8820","n/e","9809","43","n/e","1340"
"Italy (IT)","17.03.2017 13:00 - 17.03.2017 14:00 (CET/CEST)","277","n/e","280","6832","776","0","n/e","n/e","678","20","762","1986","692","n/e","n/e","8699","n/e","9399","42","n/e","1519"
"Italy (IT)","17.03.2017 14:00 - 17.03.2017 15:00 (CET/CEST)","276","n/e","275","7181","737","0","n/e","n/e","680","20","305","2059","698","n/e","n/e","9532","n/e","8301","42","n/e","1633"
"Italy (IT)","17.03.2017 15:00 - 17.03.2017 16:00 (CET/CEST)","275","n/e","296","7702","768","0","n/e","n/e","681","22","6","2266","745","n/e","n/e","9945","n/e","6447","39","n/e","1788"
"Italy (IT)","17.03.2017 16:00 - 17.03.2017 17:00 (CET/CEST)","274","n/e","278","8888","815","0","n/e","n/e","683","113","","2709","937","n/e","n/e","10530","n/e","3766","38","n/e","1907"
"Italy (IT)","17.03.2017 17:00 - 17.03.2017 18:00 (CET/CEST)","280","n/e","286","9192","819","0","n/e","n/e","683","329","","3961","1226","n/e","n/e","10773","n/e","978","39","n/e","2182"
"Italy (IT)","17.03.2017 18:00 - 17.03.2017 19:00 (CET/CEST)","278","n/e","259","9637","812","0","n/e","n/e","686","1157","","4879","1505","n/e","n/e","11142","n/e","9","39","n/e","2694"
"Italy (IT)","17.03.2017 19:00 - 17.03.2017 20:00 (CET/CEST)","267","n/e","274","9828","803","0","n/e","n/e","686","1964","","5081","1615","n/e","n/e","11561","n/e","0","40","n/e","3137"
"Italy (IT)","17.03.2017 20:00 - 17.03.2017 21:00 (CET/CEST)","272","n/e","270","9572","800","0","n/e","n/e","686","510","","4741","1394","n/e","n/e","10628","n/e","0","41","n/e","3320"
"Italy (IT)","17.03.2017 21:00 - 17.03.2017 22:00 (CET/CEST)","274","n/e","276","8893","800","0","n/e","n/e","686","146","3","3470","1033","n/e","n/e","9230","n/e","0","42","n/e","3529"
"Italy (IT)","17.03.2017 22:00 - 17.03.2017 23:00 (CET/CEST)","280","n/e","244","7785","806","0","n/e","n/e","685","92","4","2535","598","n/e","n/e","8185","n/e","0","43","n/e","3764"
"Italy (IT)","17.03.2017 23:00 - 18.03.2017 00:00 (CET/CEST)","284","n/e","243","6536","799","0","n/e","n/e","685","0","4","2025","330","n/e","n/e","7511","n/e","0","44","n/e","3873"
"Italy (IT)","18.03.2017 00:00 - 18.03.2017 01:00 (CET/CEST)","278","n/e","254","5004","717","0","n/e","n/e","685","0","6","1769","141","n/e","n/e","6809","n/e","0","43","n/e","4165"
"Italy (IT)","18.03.2017 01:00 - 18.03.2017 02:00 (CET/CEST)","278","n/e","273","3742","556","0","n/e","n/e","686","0","160","1652","120","n/e","n/e","6416","n/e","0","44","n/e","4244"
"Italy (IT)","18.03.2017 02:00 - 18.03.2017 03:00 (CET/CEST)","275","n/e","252","3452","416","0","n/e","n/e","687","8","458","1532","114","n/e","n/e","6225","n/e","0","41","n/e","4153"
"Italy (IT)","18.03.2017 03:00 - 18.03.2017 04:00 (CET/CEST)","273","n/e","250","3305","418","0","n/e","n/e","688","10","628","1516","115","n/e","n/e","6187","n/e","0","43","n/e","4104"
"Italy (IT)","18.03.2017 04:00 - 18.03.2017 05:00 (CET/CEST)","271","n/e","259","3294","437","0","n/e","n/e","688","10","921","1544","139","n/e","n/e","6306","n/e","0","43","n/e","4269"
"Italy (IT)","18.03.2017 05:00 - 18.03.2017 06:00 (CET/CEST)","279","n/e","275","3390","411","0","n/e","n/e","688","10","884","1528","157","n/e","n/e","6513","n/e","0","42","n/e","4417"
"Italy (IT)","18.03.2017 06:00 - 18.03.2017 07:00 (CET/CEST)","275","n/e","273","3520","475","0","n/e","n/e","688","10","398","1623","162","n/e","n/e","6711","n/e","176","41","n/e","4543"
"Italy (IT)","18.03.2017 07:00 - 18.03.2017 08:00 (CET/CEST)","272","n/e","268","3875","685","0","n/e","n/e","688","15","198","1874","211","n/e","n/e","7265","n/e","1677","42","n/e","4588"
"Italy (IT)","18.03.2017 08:00 - 18.03.2017 09:00 (CET/CEST)","275","n/e","279","3979","744","0","n/e","n/e","688","15","4","2261","557","n/e","n/e","7809","n/e","3908","39","n/e","4512"
"Italy (IT)","18.03.2017 09:00 - 18.03.2017 10:00 (CET/CEST)","272","n/e","261","4256","490","0","n/e","n/e","685","15","7","2259","643","n/e","n/e","8476","n/e","5636","40","n/e","4577"
"Italy (IT)","18.03.2017 10:00 - 18.03.2017 11:00 (CET/CEST)","270","n/e","267","4258","415","0","n/e","n/e","684","0","261","2265","775","n/e","n/e","8591","n/e","6865","40","n/e","4464"
"Italy (IT)","18.03.2017 11:00 - 18.03.2017 12:00 (CET/CEST)","276","n/e","271","4018","411","0","n/e","n/e","684","24","184","1868","567","n/e","n/e","7958","n/e","7558","40","n/e","4618"
"Italy (IT)","18.03.2017 12:00 - 18.03.2017 13:00 (CET/CEST)","281","n/e","263","3872","411","0","n/e","n/e","682","0","492","1810","395","n/e","n/e","7393","n/e","7668","40","n/e","4157"
