"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"Italy (IT)","26.10.2017 18:00 - 26.10.2017 19:00 (CET/CEST)","338","n/e","18","12163","4047","265","n/e","n/e","672","1120","","3602","1158","n/e","n/e","10986","n/e","2","41","n/e","669"
"Italy (IT)","26.10.2017 19:00 - 26.10.2017 20:00 (CET/CEST)","339","n/e","0","12510","3988","279","n/e","n/e","671","1275","","4273","1554","n/e","n/e","11302","n/e","0","43","n/e","645"
"Italy (IT)","26.10.2017 20:00 - 26.10.2017 21:00 (CET/CEST)","338","n/e","0","12246","3807","252","n/e","n/e","671","541","","3457","1128","n/e","n/e","10975","n/e","0","42","n/e","605"
"Italy (IT)","26.10.2017 21:00 - 26.10.2017 22:00 (CET/CEST)","338","n/e","6","12020","3724","253","n/e","n/e","675","210","","2341","635","n/e","n/e","10886","n/e","0","43","n/e","656"
"Italy (IT)","26.10.2017 22:00 - 26.10.2017 23:00 (CET/CEST)","336","n/e","8","11431","3737","251","n/e","n/e","674","55","1","1636","422","n/e","n/e","10091","n/e","0","42","n/e","707"
"Italy (IT)","26.10.2017 23:00 - 27.10.2017 00:00 (CET/CEST)","336","n/e","1","10932","3721","254","n/e","n/e","674","1","1","1318","141","n/e","n/e","9296","n/e","0","44","n/e","702"
"Italy (IT)","27.10.2017 00:00 - 27.10.2017 01:00 (CET/CEST)","343","n/e","0","8972","3593","195","n/e","n/e","674","2","1","1066","49","n/e","n/e","8625","n/e","0","42","n/e","841"
"Italy (IT)","27.10.2017 01:00 - 27.10.2017 02:00 (CET/CEST)","344","n/e","0","6863","3289","194","n/e","n/e","674","0","765","964","48","n/e","n/e","7868","n/e","0","42","n/e","1168"
"Italy (IT)","27.10.2017 02:00 - 27.10.2017 03:00 (CET/CEST)","344","n/e","0","6401","3088","194","n/e","n/e","671","0","617","943","60","n/e","n/e","7530","n/e","0","40","n/e","1478"
"Italy (IT)","27.10.2017 03:00 - 27.10.2017 04:00 (CET/CEST)","346","n/e","0","6488","3147","194","n/e","n/e","671","0","617","909","80","n/e","n/e","7267","n/e","0","40","n/e","1771"
"Italy (IT)","27.10.2017 04:00 - 27.10.2017 05:00 (CET/CEST)","345","n/e","3","6478","3059","193","n/e","n/e","671","0","609","930","76","n/e","n/e","7129","n/e","0","38","n/e","2138"
"Italy (IT)","27.10.2017 05:00 - 27.10.2017 06:00 (CET/CEST)","345","n/e","0","7050","3024","207","n/e","n/e","671","0","324","1003","97","n/e","n/e","7972","n/e","0","36","n/e","2338"
"Italy (IT)","27.10.2017 06:00 - 27.10.2017 07:00 (CET/CEST)","341","n/e","4","9120","3266","219","n/e","n/e","673","2","32","1524","397","n/e","n/e","9013","n/e","0","37","n/e","2535"
"Italy (IT)","27.10.2017 07:00 - 27.10.2017 08:00 (CET/CEST)","338","n/e","4","10929","3397","210","n/e","n/e","672","457","1","2198","905","n/e","n/e","9989","n/e","71","38","n/e","2762"
"Italy (IT)","27.10.2017 08:00 - 27.10.2017 09:00 (CET/CEST)","306","n/e","0","10889","3405","213","n/e","n/e","671","854","","3001","1035","n/e","n/e","10451","n/e","1297","35","n/e","2811"
"Italy (IT)","27.10.2017 09:00 - 27.10.2017 10:00 (CET/CEST)","305","n/e","0","10344","3223","237","n/e","n/e","669","314","","2972","993","n/e","n/e","10341","n/e","3053","37","n/e","2855"
"Italy (IT)","27.10.2017 10:00 - 27.10.2017 11:00 (CET/CEST)","306","n/e","0","9884","2902","254","n/e","n/e","669","208","","2732","772","n/e","n/e","9760","n/e","4707","35","n/e","3119"
"Italy (IT)","27.10.2017 11:00 - 27.10.2017 12:00 (CET/CEST)","319","n/e","26","9256","2778","261","n/e","n/e","667","105","","2400","593","n/e","n/e","9563","n/e","5872","37","n/e","3537"
"Italy (IT)","27.10.2017 12:00 - 27.10.2017 13:00 (CET/CEST)","306","n/e","10","8849","2639","265","n/e","n/e","667","102","24","1782","271","n/e","n/e","9184","n/e","6446","34","n/e","4068"
"Italy (IT)","27.10.2017 13:00 - 27.10.2017 14:00 (CET/CEST)","321","n/e","5","8412","2644","264","n/e","n/e","667","26","191","1683","228","n/e","n/e","9040","n/e","6856","33","n/e","4169"
"Italy (IT)","27.10.2017 14:00 - 27.10.2017 15:00 (CET/CEST)","315","n/e","10","8826","2653","264","n/e","n/e","668","0","242","1787","230","n/e","n/e","9244","n/e","6083","33","n/e","3817"
"Italy (IT)","27.10.2017 15:00 - 27.10.2017 16:00 (CET/CEST)","321","n/e","0","8968","2667","261","n/e","n/e","668","3","241","2255","562","n/e","n/e","9162","n/e","4683","33","n/e","4460"
"Italy (IT)","27.10.2017 16:00 - 27.10.2017 17:00 (CET/CEST)","324","n/e","0","9138","3013","264","n/e","n/e","667","0","205","2226","659","n/e","n/e","9309","n/e","2369","38","n/e","4997"
"Italy (IT)","27.10.2017 17:00 - 27.10.2017 18:00 (CET/CEST)","331","n/e","6","10008","3405","302","n/e","n/e","668","0","120","2497","755","n/e","n/e","9611","n/e","462","41","n/e","4713"
"Italy (IT)","27.10.2017 18:00 - 27.10.2017 19:00 (CET/CEST)","332","n/e","0","10574","3463","331","n/e","n/e","668","477","","3562","1052","n/e","n/e","10125","n/e","2","40","n/e","4446"
"Italy (IT)","27.10.2017 19:00 - 27.10.2017 20:00 (CET/CEST)","333","n/e","0","10796","3542","329","n/e","n/e","670","628","","3940","1256","n/e","n/e","10305","n/e","0","41","n/e","3977"
"Italy (IT)","27.10.2017 20:00 - 27.10.2017 21:00 (CET/CEST)","335","n/e","2","10932","3584","288","n/e","n/e","670","166","185","2897","927","n/e","n/e","10046","n/e","0","40","n/e","3480"
"Italy (IT)","27.10.2017 21:00 - 27.10.2017 22:00 (CET/CEST)","348","n/e","0","10485","3606","252","n/e","n/e","671","92","","2050","603","n/e","n/e","10015","n/e","0","41","n/e","3308"
"Italy (IT)","27.10.2017 22:00 - 27.10.2017 23:00 (CET/CEST)","349","n/e","0","9881","3546","253","n/e","n/e","669","91","1","1508","220","n/e","n/e","8875","n/e","0","41","n/e","3533"
"Italy (IT)","27.10.2017 23:00 - 28.10.2017 00:00 (CET/CEST)","348","n/e","0","8243","3475","252","n/e","n/e","671","0","490","1387","105","n/e","n/e","8080","n/e","0","41","n/e","4093"
"Italy (IT)","28.10.2017 00:00 - 28.10.2017 01:00 (CET/CEST)","344","n/e","0","6294","3283","259","n/e","n/e","669","0","516","1115","47","n/e","n/e","7804","n/e","0","40","n/e","4763"
"Italy (IT)","28.10.2017 01:00 - 28.10.2017 02:00 (CET/CEST)","345","n/e","14","5889","3049","256","n/e","n/e","671","0","1334","1050","38","n/e","n/e","7391","n/e","0","39","n/e","4485"
"Italy (IT)","28.10.2017 02:00 - 28.10.2017 03:00 (CET/CEST)","347","n/e","0","5860","2703","262","n/e","n/e","672","0","1357","982","38","n/e","n/e","6900","n/e","0","39","n/e","4150"
"Italy (IT)","28.10.2017 03:00 - 28.10.2017 04:00 (CET/CEST)","352","n/e","1","6001","2580","271","n/e","n/e","672","0","1366","941","37","n/e","n/e","6798","n/e","0","38","n/e","3919"
"Italy (IT)","28.10.2017 04:00 - 28.10.2017 05:00 (CET/CEST)","350","n/e","0","5892","2505","271","n/e","n/e","672","0","1662","915","38","n/e","n/e","6590","n/e","0","38","n/e","3799"
"Italy (IT)","28.10.2017 05:00 - 28.10.2017 06:00 (CET/CEST)","352","n/e","1","6026","2601","274","n/e","n/e","674","0","1379","914","38","n/e","n/e","6762","n/e","0","38","n/e","3655"
"Italy (IT)","28.10.2017 06:00 - 28.10.2017 07:00 (CET/CEST)","353","n/e","5","6272","2921","289","n/e","n/e","674","93","580","1054","95","n/e","n/e","7250","n/e","0","39","n/e","3832"
"Italy (IT)","28.10.2017 07:00 - 28.10.2017 08:00 (CET/CEST)","350","n/e","6","6362","3246","349","n/e","n/e","677","93","67","1455","219","n/e","n/e","7959","n/e","24","36","n/e","4016"
"Italy (IT)","28.10.2017 08:00 - 28.10.2017 09:00 (CET/CEST)","352","n/e","9","6868","3483","390","n/e","n/e","676","147","","1598","315","n/e","n/e","7699","n/e","1126","35","n/e","4049"
"Italy (IT)","28.10.2017 09:00 - 28.10.2017 10:00 (CET/CEST)","354","n/e","24","7241","3534","346","n/e","n/e","676","200","3","1703","366","n/e","n/e","8063","n/e","3364","38","n/e","3862"
"Italy (IT)","28.10.2017 10:00 - 28.10.2017 11:00 (CET/CEST)","362","n/e","11","6681","3181","378","n/e","n/e","675","33","195","1609","420","n/e","n/e","7779","n/e","5168","40","n/e","4204"
"Italy (IT)","28.10.2017 11:00 - 28.10.2017 12:00 (CET/CEST)","365","n/e","5","6639","2627","276","n/e","n/e","674","0","230","1587","281","n/e","n/e","7649","n/e","6216","40","n/e","3644"
"Italy (IT)","28.10.2017 12:00 - 28.10.2017 13:00 (CET/CEST)","361","n/e","0","6478","2616","194","n/e","n/e","673","10","129","1303","323","n/e","n/e","7573","n/e","6219","39","n/e","3370"
"Italy (IT)","28.10.2017 13:00 - 28.10.2017 14:00 (CET/CEST)","359","n/e","0","5984","2342","196","n/e","n/e","673","13","189","1204","214","n/e","n/e","6856","n/e","6302","39","n/e","3408"
"Italy (IT)","28.10.2017 14:00 - 28.10.2017 15:00 (CET/CEST)","361","n/e","10","5809","2083","196","n/e","n/e","678","0","446","1182","219","n/e","n/e","6265","n/e","5559","37","n/e","3484"
"Italy (IT)","28.10.2017 15:00 - 28.10.2017 16:00 (CET/CEST)","365","n/e","10","6091","2064","196","n/e","n/e","675","198","228","1218","224","n/e","n/e","6903","n/e","4360","36","n/e","3432"
"Italy (IT)","28.10.2017 16:00 - 28.10.2017 17:00 (CET/CEST)","366","n/e","10","6558","2264","233","n/e","n/e","675","89","133","1297","275","n/e","n/e","7231","n/e","2489","37","n/e","3640"
"Italy (IT)","28.10.2017 17:00 - 28.10.2017 18:00 (CET/CEST)","363","n/e","10","7542","3066","252","n/e","n/e","675","79","49","1564","487","n/e","n/e","8759","n/e","461","38","n/e","2640"
"Italy (IT)","28.10.2017 18:00 - 28.10.2017 19:00 (CET/CEST)","369","n/e","10","7958","3562","279","n/e","n/e","676","649","1","2806","805","n/e","n/e","8931","n/e","1","40","n/e","2258"
"Italy (IT)","28.10.2017 19:00 - 28.10.2017 20:00 (CET/CEST)","369","n/e","10","8050","3632","352","n/e","n/e","676","2221","","3261","796","n/e","n/e","8846","n/e","0","39","n/e","1996"
"Italy (IT)","28.10.2017 20:00 - 28.10.2017 21:00 (CET/CEST)","365","n/e","10","7752","3669","375","n/e","n/e","677","373","","3058","566","n/e","n/e","8534","n/e","0","39","n/e","1918"
"Italy (IT)","28.10.2017 21:00 - 28.10.2017 22:00 (CET/CEST)","366","n/e","10","7866","3644","331","n/e","n/e","679","247","","1934","207","n/e","n/e","8297","n/e","0","40","n/e","1919"
"Italy (IT)","28.10.2017 22:00 - 28.10.2017 23:00 (CET/CEST)","366","n/e","10","7924","3432","271","n/e","n/e","677","78","","1390","79","n/e","n/e","7965","n/e","0","42","n/e","1904"
"Italy (IT)","28.10.2017 23:00 - 29.10.2017 00:00 (CET/CEST)","366","n/e","10","7545","3174","205","n/e","n/e","677","5","1","1186","52","n/e","n/e","7537","n/e","0","37","n/e","1809"
"Italy (IT)","29.10.2017 00:00 - 29.10.2017 01:00 (CET/CEST)","353","n/e","11","5738","3348","196","n/e","n/e","677","311","6","977","41","n/e","n/e","7155","n/e","0","38","n/e","1868"
"Italy (IT)","29.10.2017 01:00 - 29.10.2017 02:00 (CET/CEST)","354","n/e","7","5582","3043","193","n/e","n/e","678","0","763","944","39","n/e","n/e","6859","n/e","0","38","n/e","2029"
"Italy (IT)","29.10.2017 02:00 - 29.10.2017 03:00 (CET/CEST)","353","n/e","2","5542","2802","193","n/e","n/e","676","0","1119","896","36","n/e","n/e","6553","n/e","0","36","n/e","2164"
"Italy (IT)","29.10.2017 02:00 - 29.10.2017 03:00 (CET/CEST)","342","n/e","10","5040","2584","188","n/e","n/e","673","0","1193","812","36","n/e","n/e","6346","n/e","0","35","n/e","2222"
"Italy (IT)","29.10.2017 03:00 - 29.10.2017 04:00 (CET/CEST)","357","n/e","3","5033","2543","194","n/e","n/e","675","0","1222","847","38","n/e","n/e","6037","n/e","0","35","n/e","2645"
"Italy (IT)","29.10.2017 04:00 - 29.10.2017 05:00 (CET/CEST)","348","n/e","13","4906","2505","215","n/e","n/e","675","143","969","868","38","n/e","n/e","5755","n/e","0","35","n/e","2786"
"Italy (IT)","29.10.2017 05:00 - 29.10.2017 06:00 (CET/CEST)","356","n/e","7","5191","2575","253","n/e","n/e","677","194","985","860","38","n/e","n/e","6419","n/e","0","34","n/e","2914"
"Italy (IT)","29.10.2017 06:00 - 29.10.2017 07:00 (CET/CEST)","345","n/e","12","4860","2887","233","n/e","n/e","675","166","507","901","39","n/e","n/e","6391","n/e","55","31","n/e","3305"
"Italy (IT)","29.10.2017 07:00 - 29.10.2017 08:00 (CET/CEST)","344","n/e","34","4701","2706","236","n/e","n/e","671","0","103","1048","92","n/e","n/e","6266","n/e","1074","35","n/e","3676"
"Italy (IT)","29.10.2017 08:00 - 29.10.2017 09:00 (CET/CEST)","346","n/e","7","5006","2246","197","n/e","n/e","672","0","598","1226","162","n/e","n/e","6731","n/e","3010","36","n/e","3939"
"Italy (IT)","29.10.2017 09:00 - 29.10.2017 10:00 (CET/CEST)","351","n/e","11","5318","2189","236","n/e","n/e","670","0","1389","1353","311","n/e","n/e","6978","n/e","4604","36","n/e","3574"
"Italy (IT)","29.10.2017 10:00 - 29.10.2017 11:00 (CET/CEST)","356","n/e","5","5546","2258","193","n/e","n/e","671","25","1440","1327","303","n/e","n/e","6833","n/e","5737","36","n/e","3614"
"Italy (IT)","29.10.2017 11:00 - 29.10.2017 12:00 (CET/CEST)","356","n/e","10","5955","2176","171","n/e","n/e","671","0","549","1254","176","n/e","n/e","7222","n/e","6142","31","n/e","3646"
"Italy (IT)","29.10.2017 12:00 - 29.10.2017 13:00 (CET/CEST)","354","n/e","7","6344","2505","154","n/e","n/e","671","177","512","1160","52","n/e","n/e","7012","n/e","5757","27","n/e","3511"
"Italy (IT)","29.10.2017 13:00 - 29.10.2017 14:00 (CET/CEST)","353","n/e","0","6018","2403","144","n/e","n/e","670","0","417","1141","48","n/e","n/e","6750","n/e","5094","29","n/e","3701"
"Italy (IT)","29.10.2017 14:00 - 29.10.2017 15:00 (CET/CEST)","354","n/e","2","6224","2172","156","n/e","n/e","670","0","875","1042","49","n/e","n/e","6438","n/e","3877","33","n/e","3923"
"Italy (IT)","29.10.2017 15:00 - 29.10.2017 16:00 (CET/CEST)","347","n/e","1","6230","2399","149","n/e","n/e","670","0","735","1148","72","n/e","n/e","6940","n/e","1998","32","n/e","4949"
"Italy (IT)","29.10.2017 16:00 - 29.10.2017 17:00 (CET/CEST)","346","n/e","8","6900","2284","136","n/e","n/e","671","0","331","1160","77","n/e","n/e","7632","n/e","429","36","n/e","5401"
"Italy (IT)","29.10.2017 17:00 - 29.10.2017 18:00 (CET/CEST)","347","n/e","8","7490","2567","135","n/e","n/e","670","54","24","1633","288","n/e","n/e","8155","n/e","12","36","n/e","6448"
"Italy (IT)","29.10.2017 18:00 - 29.10.2017 19:00 (CET/CEST)","350","n/e","13","7204","2851","135","n/e","n/e","668","558","","2668","444","n/e","n/e","7947","n/e","0","36","n/e","6325"
"Italy (IT)","29.10.2017 19:00 - 29.10.2017 20:00 (CET/CEST)","349","n/e","22","7175","2943","135","n/e","n/e","670","744","","2785","344","n/e","n/e","7873","n/e","0","35","n/e","5933"
"Italy (IT)","29.10.2017 20:00 - 29.10.2017 21:00 (CET/CEST)","347","n/e","28","6786","3010","135","n/e","n/e","670","601","","2677","451","n/e","n/e","7594","n/e","0","35","n/e","5838"
"Italy (IT)","29.10.2017 21:00 - 29.10.2017 22:00 (CET/CEST)","345","n/e","22","6877","3118","135","n/e","n/e","671","136","1","1807","231","n/e","n/e","7398","n/e","0","38","n/e","5665"
"Italy (IT)","29.10.2017 22:00 - 29.10.2017 23:00 (CET/CEST)","345","n/e","6","6849","3114","136","n/e","n/e","670","123","1","1421","70","n/e","n/e","6995","n/e","0","36","n/e","5286"
"Italy (IT)","29.10.2017 23:00 - 30.10.2017 00:00 (CET/CEST)","343","n/e","0","6380","3022","135","n/e","n/e","670","25","132","1144","54","n/e","n/e","6462","n/e","0","37","n/e","5018"
"Italy (IT)","30.10.2017 00:00 - 30.10.2017 01:00 (CET/CEST)","339","n/e","6","5151","2879","135","n/e","n/e","670","0","685","1005","38","n/e","n/e","6344","n/e","0","35","n/e","4607"
"Italy (IT)","30.10.2017 01:00 - 30.10.2017 02:00 (CET/CEST)","356","n/e","0","5300","2644","135","n/e","n/e","670","0","1368","904","38","n/e","n/e","5408","n/e","0","37","n/e","4056"
"Italy (IT)","30.10.2017 02:00 - 30.10.2017 03:00 (CET/CEST)","358","n/e","6","5434","2585","135","n/e","n/e","671","0","1236","826","38","n/e","n/e","5104","n/e","0","35","n/e","3605"
"Italy (IT)","30.10.2017 03:00 - 30.10.2017 04:00 (CET/CEST)","356","n/e","7","5847","2533","142","n/e","n/e","671","0","1409","801","37","n/e","n/e","5246","n/e","0","33","n/e","3050"
"Italy (IT)","30.10.2017 04:00 - 30.10.2017 05:00 (CET/CEST)","349","n/e","3","6704","2541","181","n/e","n/e","671","0","1647","858","135","n/e","n/e","5565","n/e","0","34","n/e","2531"
"Italy (IT)","30.10.2017 05:00 - 30.10.2017 06:00 (CET/CEST)","358","n/e","8","7280","2713","201","n/e","n/e","672","0","1482","1044","250","n/e","n/e","6299","n/e","0","35","n/e","2031"
"Italy (IT)","30.10.2017 06:00 - 30.10.2017 07:00 (CET/CEST)","359","n/e","22","8945","3405","250","n/e","n/e","671","80","159","1141","336","n/e","n/e","8291","n/e","20","34","n/e","1747"
"Italy (IT)","30.10.2017 07:00 - 30.10.2017 08:00 (CET/CEST)","351","n/e","18","10618","4121","289","n/e","n/e","671","312","1","2201","853","n/e","n/e","9848","n/e","559","33","n/e","1525"
"Italy (IT)","30.10.2017 08:00 - 30.10.2017 09:00 (CET/CEST)","352","n/e","27","11694","3954","346","n/e","n/e","671","308","1","2519","764","n/e","n/e","10064","n/e","2151","35","n/e","1206"
"Italy (IT)","30.10.2017 09:00 - 30.10.2017 10:00 (CET/CEST)","344","n/e","25","11690","3958","314","n/e","n/e","669","216","1","2230","682","n/e","n/e","9855","n/e","3790","35","n/e","1295"
"Italy (IT)","30.10.2017 10:00 - 30.10.2017 11:00 (CET/CEST)","347","n/e","9","10368","3672","298","n/e","n/e","665","113","1","1832","465","n/e","n/e","10008","n/e","5178","36","n/e","1463"
"Italy (IT)","30.10.2017 11:00 - 30.10.2017 12:00 (CET/CEST)","351","n/e","9","9841","3616","319","n/e","n/e","669","274","1","1496","452","n/e","n/e","10207","n/e","6328","36","n/e","1283"
"Italy (IT)","30.10.2017 12:00 - 30.10.2017 13:00 (CET/CEST)","357","n/e","0","9726","3552","282","n/e","n/e","671","68","1","1537","457","n/e","n/e","9561","n/e","6463","35","n/e","1274"
"Italy (IT)","30.10.2017 13:00 - 30.10.2017 14:00 (CET/CEST)","356","n/e","0","9987","3484","317","n/e","n/e","671","1","1","1493","364","n/e","n/e","9676","n/e","5881","33","n/e","1373"
"Italy (IT)","30.10.2017 14:00 - 30.10.2017 15:00 (CET/CEST)","355","n/e","0","10841","3554","255","n/e","n/e","670","0","285","1478","314","n/e","n/e","10145","n/e","4622","36","n/e","1498"
"Italy (IT)","30.10.2017 15:00 - 30.10.2017 16:00 (CET/CEST)","352","n/e","0","11926","3667","361","n/e","n/e","671","0","427","1748","352","n/e","n/e","10263","n/e","2368","36","n/e","1749"
"Italy (IT)","30.10.2017 16:00 - 30.10.2017 17:00 (CET/CEST)","357","n/e","2","12668","3657","358","n/e","n/e","670","0","299","2169","762","n/e","n/e","10867","n/e","446","36","n/e","1620"
"Italy (IT)","30.10.2017 17:00 - 30.10.2017 18:00 (CET/CEST)","357","n/e","0","13517","3652","338","n/e","n/e","671","153","65","2933","1438","n/e","n/e","11589","n/e","32","37","n/e","1377"
"Italy (IT)","30.10.2017 18:00 - 30.10.2017 19:00 (CET/CEST)","361","n/e","0","12859","3674","357","n/e","n/e","672","1795","","3630","1433","n/e","n/e","11168","n/e","0","34","n/e","1241"
"Italy (IT)","30.10.2017 19:00 - 30.10.2017 20:00 (CET/CEST)","353","n/e","9","12893","3633","382","n/e","n/e","672","1284","","3595","975","n/e","n/e","10705","n/e","0","34","n/e","1146"
"Italy (IT)","30.10.2017 20:00 - 30.10.2017 21:00 (CET/CEST)","344","n/e","0","12614","3618","396","n/e","n/e","672","322","","2854","721","n/e","n/e","10583","n/e","0","36","n/e","1267"
"Italy (IT)","30.10.2017 21:00 - 30.10.2017 22:00 (CET/CEST)","343","n/e","0","12402","3567","373","n/e","n/e","672","232","","1798","433","n/e","n/e","10099","n/e","0","37","n/e","1360"
"Italy (IT)","30.10.2017 22:00 - 30.10.2017 23:00 (CET/CEST)","344","n/e","6","10943","3485","336","n/e","n/e","673","160","1","1512","248","n/e","n/e","9042","n/e","0","38","n/e","1459"
"Italy (IT)","30.10.2017 23:00 - 31.10.2017 00:00 (CET/CEST)","344","n/e","0","9427","3337","176","n/e","n/e","674","44","1","1284","134","n/e","n/e","8097","n/e","0","36","n/e","1367"
"Italy (IT)","31.10.2017 00:00 - 31.10.2017 01:00 (CET/CEST)","348","n/e","2","7712","3049","137","n/e","n/e","673","1","87","1062","43","n/e","n/e","7201","n/e","0","37","n/e","1311"
"Italy (IT)","31.10.2017 01:00 - 31.10.2017 02:00 (CET/CEST)","359","n/e","7","6594","2870","136","n/e","n/e","672","0","132","972","43","n/e","n/e","6542","n/e","0","37","n/e","1343"
"Italy (IT)","31.10.2017 02:00 - 31.10.2017 03:00 (CET/CEST)","360","n/e","30","6327","2492","136","n/e","n/e","673","0","132","962","43","n/e","n/e","6207","n/e","0","35","n/e","1459"
"Italy (IT)","31.10.2017 03:00 - 31.10.2017 04:00 (CET/CEST)","359","n/e","8","6146","2284","136","n/e","n/e","672","0","135","909","42","n/e","n/e","5839","n/e","0","34","n/e","1700"
"Italy (IT)","31.10.2017 04:00 - 31.10.2017 05:00 (CET/CEST)","346","n/e","9","6351","2276","135","n/e","n/e","673","0","486","941","50","n/e","n/e","5910","n/e","0","32","n/e","1870"
"Italy (IT)","31.10.2017 05:00 - 31.10.2017 06:00 (CET/CEST)","356","n/e","0","6684","2700","135","n/e","n/e","673","0","168","965","53","n/e","n/e","6733","n/e","0","32","n/e","1940"
"Italy (IT)","31.10.2017 06:00 - 31.10.2017 07:00 (CET/CEST)","357","n/e","0","9066","3216","136","n/e","n/e","660","7","87","1106","160","n/e","n/e","8241","n/e","21","32","n/e","2078"
"Italy (IT)","31.10.2017 07:00 - 31.10.2017 08:00 (CET/CEST)","358","n/e","0","10242","3396","136","n/e","n/e","658","276","35","1794","381","n/e","n/e","9055","n/e","985","35","n/e","2002"
"Italy (IT)","31.10.2017 08:00 - 31.10.2017 09:00 (CET/CEST)","359","n/e","0","10797","3425","138","n/e","n/e","656","531","","2213","569","n/e","n/e","9468","n/e","3097","36","n/e","1877"
"Italy (IT)","31.10.2017 09:00 - 31.10.2017 10:00 (CET/CEST)","357","n/e","0","10570","3405","136","n/e","n/e","649","689","","2333","927","n/e","n/e","9587","n/e","4633","33","n/e","1660"
"Italy (IT)","31.10.2017 10:00 - 31.10.2017 11:00 (CET/CEST)","358","n/e","0","10211","3421","137","n/e","n/e","650","230","","2059","716","n/e","n/e","9009","n/e","5699","31","n/e","1373"
"Italy (IT)","31.10.2017 11:00 - 31.10.2017 12:00 (CET/CEST)","358","n/e","0","9983","3412","160","n/e","n/e","650","195","","1838","675","n/e","n/e","8699","n/e","6931","30","n/e","1358"
"Italy (IT)","31.10.2017 12:00 - 31.10.2017 13:00 (CET/CEST)","357","n/e","6","10037","3410","173","n/e","n/e","650","58","19","1638","515","n/e","n/e","8557","n/e","6890","36","n/e","1668"
"Italy (IT)","31.10.2017 13:00 - 31.10.2017 14:00 (CET/CEST)","363","n/e","41","10103","3410","234","n/e","n/e","650","1","85","1362","418","n/e","n/e","8550","n/e","6460","34","n/e","1764"
"Italy (IT)","31.10.2017 14:00 - 31.10.2017 15:00 (CET/CEST)","365","n/e","60","10722","3410","237","n/e","n/e","650","0","270","1540","607","n/e","n/e","9405","n/e","5117","35","n/e","1803"
"Italy (IT)","31.10.2017 15:00 - 31.10.2017 16:00 (CET/CEST)","366","n/e","81","11224","3413","257","n/e","n/e","649","45","234","2394","902","n/e","n/e","10382","n/e","2942","39","n/e","1879"
"Italy (IT)","31.10.2017 16:00 - 31.10.2017 17:00 (CET/CEST)","367","n/e","100","12097","3409","238","n/e","n/e","650","1465","57","3008","984","n/e","n/e","10639","n/e","519","40","n/e","1687"
"Italy (IT)","31.10.2017 17:00 - 31.10.2017 18:00 (CET/CEST)","357","n/e","123","13212","3421","258","n/e","n/e","652","1376","1","3158","994","n/e","n/e","11115","n/e","20","43","n/e","1405"
"Italy (IT)","31.10.2017 18:00 - 31.10.2017 19:00 (CET/CEST)","348","n/e","153","12943","3422","249","n/e","n/e","656","1365","70","3613","1095","n/e","n/e","10823","n/e","0","47","n/e","1184"
"Italy (IT)","31.10.2017 19:00 - 31.10.2017 20:00 (CET/CEST)","349","n/e","161","12360","3321","194","n/e","n/e","658","1196","85","3495","914","n/e","n/e","10336","n/e","0","46","n/e","1072"
"Italy (IT)","31.10.2017 20:00 - 31.10.2017 21:00 (CET/CEST)","354","n/e","168","12158","3373","194","n/e","n/e","659","59","85","2805","754","n/e","n/e","10180","n/e","0","44","n/e","1030"
"Italy (IT)","31.10.2017 21:00 - 31.10.2017 22:00 (CET/CEST)","366","n/e","175","12057","3515","196","n/e","n/e","660","114","40","2032","527","n/e","n/e","9530","n/e","0","43","n/e","1087"
"Italy (IT)","31.10.2017 22:00 - 31.10.2017 23:00 (CET/CEST)","371","n/e","179","10966","3616","199","n/e","n/e","660","1","3","1563","249","n/e","n/e","8981","n/e","0","46","n/e","1085"
"Italy (IT)","31.10.2017 23:00 - 01.11.2017 00:00 (CET/CEST)","369","n/e","180","10002","3543","201","n/e","n/e","660","0","1","1326","163","n/e","n/e","7718","n/e","0","46","n/e","1114"
"Italy (IT)","01.11.2017 00:00 - 01.11.2017 01:00 (CET/CEST)","372","n/e","182","9055","3585","246","n/e","n/e","660","83","","1339","157","n/e","n/e","6302","n/e","0","47","n/e","1058"
"Italy (IT)","01.11.2017 01:00 - 01.11.2017 02:00 (CET/CEST)","378","n/e","171","8255","3555","233","n/e","n/e","660","161","","1063","52","n/e","n/e","5919","n/e","0","47","n/e","1057"
