"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"BZN|FR","01.07.2017 21:00 - 01.07.2017 22:00 (CET)","300","n/e","n/e","1674","307","271","n/e","n/e","n/e","","260","5120","1519","n/e","33621","n/e","n/e","94","269","n/e","2807"
"BZN|FR","01.07.2017 22:00 - 01.07.2017 23:00 (CET)","299","n/e","n/e","1663","297","271","n/e","n/e","n/e","466","","5288","2015","n/e","33680","n/e","n/e","0","271","n/e","2743"
"BZN|FR","01.07.2017 23:00 - 02.07.2017 00:00 (CET)","299","n/e","n/e","1568","286","271","n/e","n/e","n/e","1653","","5184","2141","n/e","33750","n/e","n/e","0","268","n/e","2761"
"BZN|FR","02.07.2017 00:00 - 02.07.2017 01:00 (CET)","438","n/e","n/e","1597","300","271","n/e","n/e","n/e","1192","","4773","1622","n/e","33260","n/e","n/e","0","268","n/e","2821"
"BZN|FR","02.07.2017 01:00 - 02.07.2017 02:00 (CET)","438","n/e","n/e","1147","301","271","n/e","n/e","n/e","","473","4593","800","n/e","33283","n/e","n/e","0","267","n/e","2817"
"BZN|FR","02.07.2017 02:00 - 02.07.2017 03:00 (CET)","438","n/e","n/e","871","314","271","n/e","n/e","n/e","","617","4512","421","n/e","32484","n/e","n/e","0","265","n/e","2760"
"BZN|FR","02.07.2017 03:00 - 02.07.2017 04:00 (CET)","440","n/e","n/e","691","286","271","n/e","n/e","n/e","","1887","4262","174","n/e","31790","n/e","n/e","0","267","n/e","2717"
"BZN|FR","02.07.2017 04:00 - 02.07.2017 05:00 (CET)","441","n/e","n/e","681","390","271","n/e","n/e","n/e","","1820","3873","249","n/e","31822","n/e","n/e","0","268","n/e","2500"
"BZN|FR","02.07.2017 05:00 - 02.07.2017 06:00 (CET)","442","n/e","n/e","715","530","270","n/e","n/e","n/e","","1891","3821","334","n/e","31148","n/e","n/e","51","270","n/e","2364"
"BZN|FR","02.07.2017 06:00 - 02.07.2017 07:00 (CET)","441","n/e","n/e","737","576","271","n/e","n/e","n/e","","1965","3892","434","n/e","30519","n/e","n/e","135","270","n/e","2143"
"BZN|FR","02.07.2017 07:00 - 02.07.2017 08:00 (CET)","442","n/e","n/e","749","582","271","n/e","n/e","n/e","","1876","4033","460","n/e","30852","n/e","n/e","457","266","n/e","1985"
"BZN|FR","02.07.2017 08:00 - 02.07.2017 09:00 (CET)","441","n/e","n/e","753","615","273","n/e","n/e","n/e","","1291","4215","617","n/e","31878","n/e","n/e","1083","266","n/e","1880"
"BZN|FR","02.07.2017 09:00 - 02.07.2017 10:00 (CET)","441","n/e","n/e","758","637","272","n/e","n/e","n/e","","314","4307","1009","n/e","32861","n/e","n/e","1859","262","n/e","1889"
"BZN|FR","02.07.2017 10:00 - 02.07.2017 11:00 (CET)","440","n/e","n/e","749","631","271","n/e","n/e","n/e","","292","4454","1154","n/e","33568","n/e","n/e","2551","258","n/e","2052"
"BZN|FR","02.07.2017 11:00 - 02.07.2017 12:00 (CET)","438","n/e","n/e","755","650","271","n/e","n/e","n/e","191","","4556","1272","n/e","33981","n/e","n/e","2900","256","n/e","2101"
"BZN|FR","02.07.2017 12:00 - 02.07.2017 13:00 (CET)","440","n/e","n/e","757","627","271","n/e","n/e","n/e","964","","4564","1514","n/e","33708","n/e","n/e","3148","250","n/e","2177"
"BZN|FR","02.07.2017 13:00 - 02.07.2017 14:00 (CET)","441","n/e","n/e","757","604","271","n/e","n/e","n/e","","179","4334","1183","n/e","33400","n/e","n/e","3387","249","n/e","2267"
"BZN|FR","02.07.2017 14:00 - 02.07.2017 15:00 (CET)","441","n/e","n/e","757","672","271","n/e","n/e","n/e","","1907","4044","657","n/e","33461","n/e","n/e","3446","252","n/e","2251"
"BZN|FR","02.07.2017 15:00 - 02.07.2017 16:00 (CET)","442","n/e","n/e","752","728","271","n/e","n/e","n/e","","2210","3889","451","n/e","33224","n/e","n/e","3310","257","n/e","2206"
"BZN|FR","02.07.2017 16:00 - 02.07.2017 17:00 (CET)","443","n/e","n/e","757","810","271","n/e","n/e","n/e","","2051","3953","493","n/e","33016","n/e","n/e","2902","258","n/e","2135"
