Technology;Specification;Year;Unit;Value;Source
Open cycle gas turbines;Min;2050;2018 €/KWh*a;0.0003;K.-K. Cao, T. Pregger, Y. Scholz, H.C. Gils, K. Nienhaus, M. Deissenroth, C. Schimeczek, N. Krämer, B. Schober, H. Lens, T. Kneiske, and B. Idlbi, Analysis of infrastructural options to integrate renewable energies in Germany and Europe considering security of supply (INTEEVER), Federal Ministry for Economic Affairs and Energy, 2019.
Open cycle gas turbines;Max;2018;2018 €/KWh*a;0.0010;n.a.
Open cycle gas turbines;Max;2020;2018 €/KWh*a;0.0010;n.a.
Open cycle gas turbines;Max;2030;2018 €/KWh*a;0.0010;n.a.
Open cycle gas turbines;Max;2040;2018 €/KWh*a;0.0010;n.a.
Open cycle gas turbines;Max;2050;2018 €/KWh*a;0.0010;n.a.
Open cycle gas turbines;Mean;2018;2018 €/KWh*a;0.0007;
Open cycle gas turbines;Mean;2020;2018 €/KWh*a;0.0007;
Open cycle gas turbines;Mean;2030;2018 €/KWh*a;0.0007;
Open cycle gas turbines;Mean;2040;2018 €/KWh*a;0.0007;
Open cycle gas turbines;Mean;2050;2018 €/KWh*a;0.0007;
Open cycle gas turbines;Median;2018;2018 €/KWh*a;0.0007;
Open cycle gas turbines;Median;2020;2018 €/KWh*a;0.0007;
Open cycle gas turbines;Median;2030;2018 €/KWh*a;0.0007;
Open cycle gas turbines;Median;2040;2018 €/KWh*a;0.0007;
Open cycle gas turbines;Median;2050;2018 €/KWh*a;0.0007;
Combinded-cycle gas turbines;Min;2018;2018 €/KWh*a;0.0003;K.-K. Cao, T. Pregger, Y. Scholz, H.C. Gils, K. Nienhaus, M. Deissenroth, C. Schimeczek, N. Krämer, B. Schober, H. Lens, T. Kneiske, and B. Idlbi, Analysis of infrastructural options to integrate renewable energies in Germany and Europe considering security of supply (INTEEVER), Federal Ministry for Economic Affairs and Energy, 2019.
Combinded-cycle gas turbines;Min;2020;2018 €/KWh*a;0.0003;K.-K. Cao, T. Pregger, Y. Scholz, H.C. Gils, K. Nienhaus, M. Deissenroth, C. Schimeczek, N. Krämer, B. Schober, H. Lens, T. Kneiske, and B. Idlbi, Analysis of infrastructural options to integrate renewable energies in Germany and Europe considering security of supply (INTEEVER), Federal Ministry for Economic Affairs and Energy, 2019.
Combinded-cycle gas turbines;Min;2030;2018 €/KWh*a;0.0003;K.-K. Cao, T. Pregger, Y. Scholz, H.C. Gils, K. Nienhaus, M. Deissenroth, C. Schimeczek, N. Krämer, B. Schober, H. Lens, T. Kneiske, and B. Idlbi, Analysis of infrastructural options to integrate renewable energies in Germany and Europe considering security of supply (INTEEVER), Federal Ministry for Economic Affairs and Energy, 2019.
Combinded-cycle gas turbines;Min;2040;2018 €/KWh*a;0.0003;K.-K. Cao, T. Pregger, Y. Scholz, H.C. Gils, K. Nienhaus, M. Deissenroth, C. Schimeczek, N. Krämer, B. Schober, H. Lens, T. Kneiske, and B. Idlbi, Analysis of infrastructural options to integrate renewable energies in Germany and Europe considering security of supply (INTEEVER), Federal Ministry for Economic Affairs and Energy, 2019.
Combinded-cycle gas turbines;Min;2050;2018 €/KWh*a;0.0003;K.-K. Cao, T. Pregger, Y. Scholz, H.C. Gils, K. Nienhaus, M. Deissenroth, C. Schimeczek, N. Krämer, B. Schober, H. Lens, T. Kneiske, and B. Idlbi, Analysis of infrastructural options to integrate renewable energies in Germany and Europe considering security of supply (INTEEVER), Federal Ministry for Economic Affairs and Energy, 2019.
Combinded-cycle gas turbines;Max;2018;2018 €/KWh*a;0.0509;IEA, World Energy Outlook 2019, International Energy Agency, 2019.
Combinded-cycle gas turbines;Max;2020;2018 €/KWh*a;0.0509;Assumption based on IEA, World Energy Outlook 2019, International Energy Agency, 2019.
Combinded-cycle gas turbines;Max;2030;2018 €/KWh*a;0.0509;Assumption based on IEA, World Energy Outlook 2019, International Energy Agency, 2019.
Combinded-cycle gas turbines;Max;2040;2018 €/KWh*a;0.0594;IEA, World Energy Outlook 2019, International Energy Agency, 2019.
Combinded-cycle gas turbines;Max;2050;2018 €/KWh*a;0.0594;Assumption based on IEA, World Energy Outlook 2019, International Energy Agency, 2019.
Combinded-cycle gas turbines;Mean;2018;2018 €/KWh*a;0.0178;
Combinded-cycle gas turbines;Mean;2020;2018 €/KWh*a;0.0178;
Combinded-cycle gas turbines;Mean;2030;2018 €/KWh*a;0.0178;
Combinded-cycle gas turbines;Mean;2040;2018 €/KWh*a;0.0206;
Combinded-cycle gas turbines;Mean;2050;2018 €/KWh*a;0.0206;
Combinded-cycle gas turbines;Median;2018;2018 €/KWh*a;0.0021;
Combinded-cycle gas turbines;Median;2020;2018 €/KWh*a;0.0021;
Combinded-cycle gas turbines;Median;2030;2018 €/KWh*a;0.0021;
Combinded-cycle gas turbines;Median;2040;2018 €/KWh*a;0.0021;
Combinded-cycle gas turbines;Median;2050;2018 €/KWh*a;0.0021;
Nuclear power plants;Min;2018;2018 €/KWh*a;0.003;M. Child, C. Kemfert, D. Bogdanov, and C. Breyer, “Flexible electricity generation, grid exchange and storage for the transition to a 100% renewable energy system in Europe,” Renewable Energy, vol. 139, 2019, pp. 80–101.
Nuclear power plants;Min;2020;2018 €/KWh*a;0.003;M. Child, C. Kemfert, D. Bogdanov, and C. Breyer, “Flexible electricity generation, grid exchange and storage for the transition to a 100% renewable energy system in Europe,” Renewable Energy, vol. 139, 2019, pp. 80–101.
Nuclear power plants;Min;2030;2018 €/KWh*a;0.003;M. Child, C. Kemfert, D. Bogdanov, and C. Breyer, “Flexible electricity generation, grid exchange and storage for the transition to a 100% renewable energy system in Europe,” Renewable Energy, vol. 139, 2019, pp. 80–101.
Nuclear power plants;Min;2040;2018 €/KWh*a;0.003;M. Child, C. Kemfert, D. Bogdanov, and C. Breyer, “Flexible electricity generation, grid exchange and storage for the transition to a 100% renewable energy system in Europe,” Renewable Energy, vol. 139, 2019, pp. 80–101.
Nuclear power plants;Min;2050;2018 €/KWh*a;0.003;M. Child, C. Kemfert, D. Bogdanov, and C. Breyer, “Flexible electricity generation, grid exchange and storage for the transition to a 100% renewable energy system in Europe,” Renewable Energy, vol. 139, 2019, pp. 80–101.
Nuclear power plants;Max;2018;2018 €/KWh*a;0.003;M. Child, C. Kemfert, D. Bogdanov, and C. Breyer, “Flexible electricity generation, grid exchange and storage for the transition to a 100% renewable energy system in Europe,” Renewable Energy, vol. 139, 2019, pp. 80–101.
Nuclear power plants;Max;2020;2018 €/KWh*a;0.003;M. Child, C. Kemfert, D. Bogdanov, and C. Breyer, “Flexible electricity generation, grid exchange and storage for the transition to a 100% renewable energy system in Europe,” Renewable Energy, vol. 139, 2019, pp. 80–101.
Nuclear power plants;Max;2030;2018 €/KWh*a;0.003;M. Child, C. Kemfert, D. Bogdanov, and C. Breyer, “Flexible electricity generation, grid exchange and storage for the transition to a 100% renewable energy system in Europe,” Renewable Energy, vol. 139, 2019, pp. 80–101.
Nuclear power plants;Max;2040;2018 €/KWh*a;0.003;M. Child, C. Kemfert, D. Bogdanov, and C. Breyer, “Flexible electricity generation, grid exchange and storage for the transition to a 100% renewable energy system in Europe,” Renewable Energy, vol. 139, 2019, pp. 80–101.
Nuclear power plants;Max;2050;2018 €/KWh*a;0.003;M. Child, C. Kemfert, D. Bogdanov, and C. Breyer, “Flexible electricity generation, grid exchange and storage for the transition to a 100% renewable energy system in Europe,” Renewable Energy, vol. 139, 2019, pp. 80–101.
Nuclear power plants;Mean;2018;2018 €/KWh*a;0.003;
Nuclear power plants;Mean;2020;2018 €/KWh*a;0.003;
Nuclear power plants;Mean;2030;2018 €/KWh*a;0.003;
Nuclear power plants;Mean;2040;2018 €/KWh*a;0.003;
Nuclear power plants;Mean;2050;2018 €/KWh*a;0.003;
Nuclear power plants;Median;2018;2018 €/KWh*a;0.003;
Nuclear power plants;Median;2020;2018 €/KWh*a;0.003;
Nuclear power plants;Median;2030;2018 €/KWh*a;0.003;
Nuclear power plants;Median;2040;2018 €/KWh*a;0.003;
Nuclear power plants;Median;2050;2018 €/KWh*a;0.003;
Hard coal power plants;Min;2018;2018 €/KWh*a;0.0001;K.-K. Cao, T. Pregger, Y. Scholz, H.C. Gils, K. Nienhaus, M. Deissenroth, C. Schimeczek, N. Krämer, B. Schober, H. Lens, T. Kneiske, and B. Idlbi, Analysis of infrastructural options to integrate renewable energies in Germany and Europe considering security of supply (INTEEVER), Federal Ministry for Economic Affairs and Energy, 2019.
Hard coal power plants;Min;2020;2018 €/KWh*a;0.0001;K.-K. Cao, T. Pregger, Y. Scholz, H.C. Gils, K. Nienhaus, M. Deissenroth, C. Schimeczek, N. Krämer, B. Schober, H. Lens, T. Kneiske, and B. Idlbi, Analysis of infrastructural options to integrate renewable energies in Germany and Europe considering security of supply (INTEEVER), Federal Ministry for Economic Affairs and Energy, 2019.
Hard coal power plants;Min;2030;2018 €/KWh*a;0.0001;K.-K. Cao, T. Pregger, Y. Scholz, H.C. Gils, K. Nienhaus, M. Deissenroth, C. Schimeczek, N. Krämer, B. Schober, H. Lens, T. Kneiske, and B. Idlbi, Analysis of infrastructural options to integrate renewable energies in Germany and Europe considering security of supply (INTEEVER), Federal Ministry for Economic Affairs and Energy, 2019.
Hard coal power plants;Min;2040;2018 €/KWh*a;0.0001;K.-K. Cao, T. Pregger, Y. Scholz, H.C. Gils, K. Nienhaus, M. Deissenroth, C. Schimeczek, N. Krämer, B. Schober, H. Lens, T. Kneiske, and B. Idlbi, Analysis of infrastructural options to integrate renewable energies in Germany and Europe considering security of supply (INTEEVER), Federal Ministry for Economic Affairs and Energy, 2019.
Hard coal power plants;Min;2050;2018 €/KWh*a;0.0001;K.-K. Cao, T. Pregger, Y. Scholz, H.C. Gils, K. Nienhaus, M. Deissenroth, C. Schimeczek, N. Krämer, B. Schober, H. Lens, T. Kneiske, and B. Idlbi, Analysis of infrastructural options to integrate renewable energies in Germany and Europe considering security of supply (INTEEVER), Federal Ministry for Economic Affairs and Energy, 2019.
Hard coal power plants;Max;2018;2018 €/KWh*a;0.0382;IEA, World Energy Outlook 2019, International Energy Agency, 2019.
Hard coal power plants;Max;2020;2018 €/KWh*a;0.0382;IEA, World Energy Outlook 2019, International Energy Agency, 2019.
Hard coal power plants;Max;2030;2018 €/KWh*a;0.0382;IEA, World Energy Outlook 2019, International Energy Agency, 2019.
Hard coal power plants;Max;2040;2018 €/KWh*a;0.0382;IEA, World Energy Outlook 2019, International Energy Agency, 2019.
Hard coal power plants;Max;2050;2018 €/KWh*a;0.0382;IEA, World Energy Outlook 2019, International Energy Agency, 2019.
Hard coal power plants;Mean;2018;2018 €/KWh*a;0.0133;
Hard coal power plants;Mean;2020;2018 €/KWh*a;0.0133;
Hard coal power plants;Mean;2030;2018 €/KWh*a;0.0133;
Hard coal power plants;Mean;2040;2018 €/KWh*a;0.0133;
Hard coal power plants;Mean;2050;2018 €/KWh*a;0.0133;
Hard coal power plants;Median;2018;2018 €/KWh*a;0.0016;
Hard coal power plants;Median;2020;2018 €/KWh*a;0.0016;
Hard coal power plants;Median;2030;2018 €/KWh*a;0.0016;
Hard coal power plants;Median;2040;2018 €/KWh*a;0.0016;
Hard coal power plants;Median;2050;2018 €/KWh*a;0.0016;
Lignite power plants;Min;2018;2018 €/KWh*a;0.0001;K.-K. Cao, T. Pregger, Y. Scholz, H.C. Gils, K. Nienhaus, M. Deissenroth, C. Schimeczek, N. Krämer, B. Schober, H. Lens, T. Kneiske, and B. Idlbi, Analysis of infrastructural options to integrate renewable energies in Germany and Europe considering security of supply (INTEEVER), Federal Ministry for Economic Affairs and Energy, 2019.
Lignite power plants;Min;2020;2018 €/KWh*a;0.0001;K.-K. Cao, T. Pregger, Y. Scholz, H.C. Gils, K. Nienhaus, M. Deissenroth, C. Schimeczek, N. Krämer, B. Schober, H. Lens, T. Kneiske, and B. Idlbi, Analysis of infrastructural options to integrate renewable energies in Germany and Europe considering security of supply (INTEEVER), Federal Ministry for Economic Affairs and Energy, 2019.
Lignite power plants;Min;2030;2018 €/KWh*a;0.0001;K.-K. Cao, T. Pregger, Y. Scholz, H.C. Gils, K. Nienhaus, M. Deissenroth, C. Schimeczek, N. Krämer, B. Schober, H. Lens, T. Kneiske, and B. Idlbi, Analysis of infrastructural options to integrate renewable energies in Germany and Europe considering security of supply (INTEEVER), Federal Ministry for Economic Affairs and Energy, 2019.
Lignite power plants;Min;2040;2018 €/KWh*a;0.0001;K.-K. Cao, T. Pregger, Y. Scholz, H.C. Gils, K. Nienhaus, M. Deissenroth, C. Schimeczek, N. Krämer, B. Schober, H. Lens, T. Kneiske, and B. Idlbi, Analysis of infrastructural options to integrate renewable energies in Germany and Europe considering security of supply (INTEEVER), Federal Ministry for Economic Affairs and Energy, 2019.
Lignite power plants;Min;2050;2018 €/KWh*a;0.0001;K.-K. Cao, T. Pregger, Y. Scholz, H.C. Gils, K. Nienhaus, M. Deissenroth, C. Schimeczek, N. Krämer, B. Schober, H. Lens, T. Kneiske, and B. Idlbi, Analysis of infrastructural options to integrate renewable energies in Germany and Europe considering security of supply (INTEEVER), Federal Ministry for Economic Affairs and Energy, 2019.
Lignite power plants;Max;2018;2018 €/KWh*a;0.0047;n.a.
Lignite power plants;Max;2020;2018 €/KWh*a;0.0047;n.a.
Lignite power plants;Max;2030;2018 €/KWh*a;0.0047;n.a.
Lignite power plants;Max;2040;2018 €/KWh*a;0.0047;n.a.
Lignite power plants;Max;2050;2018 €/KWh*a;0.0047;n.a.
Lignite power plants;Mean;2018;2018 €/KWh*a;0.0024;
Lignite power plants;Mean;2020;2018 €/KWh*a;0.0024;
Lignite power plants;Mean;2030;2018 €/KWh*a;0.0024;
Lignite power plants;Mean;2040;2018 €/KWh*a;0.0024;
Lignite power plants;Mean;2050;2018 €/KWh*a;0.0024;
Lignite power plants;Median;2018;2018 €/KWh*a;0.0024;
Lignite power plants;Median;2020;2018 €/KWh*a;0.0024;
Lignite power plants;Median;2030;2018 €/KWh*a;0.0024;
Lignite power plants;Median;2040;2018 €/KWh*a;0.0024;
Lignite power plants;Median;2050;2018 €/KWh*a;0.0024;
HVAC overhead transmission;Min;2018;2018 €/KWh*a;NA;
HVAC overhead transmission;Min;2020;2018 €/KWh*a;NA;
HVAC overhead transmission;Min;2030;2018 €/KWh*a;NA;
HVAC overhead transmission;Min;2040;2018 €/KWh*a;NA;
HVAC overhead transmission;Min;2050;2018 €/KWh*a;NA;
HVAC overhead transmission;Max;2018;2018 €/KWh*a;NA;
HVAC overhead transmission;Max;2020;2018 €/KWh*a;NA;
HVAC overhead transmission;Max;2030;2018 €/KWh*a;NA;
HVAC overhead transmission;Max;2040;2018 €/KWh*a;NA;
HVAC overhead transmission;Max;2050;2018 €/KWh*a;NA;
HVAC overhead transmission;Mean;2018;2018 €/KWh*a;NA;
HVAC overhead transmission;Mean;2020;2018 €/KWh*a;NA;
HVAC overhead transmission;Mean;2030;2018 €/KWh*a;NA;
HVAC overhead transmission;Mean;2040;2018 €/KWh*a;NA;
HVAC overhead transmission;Mean;2050;2018 €/KWh*a;NA;
HVAC overhead transmission;Median;2018;2018 €/KWh*a;NA;
HVAC overhead transmission;Median;2020;2018 €/KWh*a;NA;
HVAC overhead transmission;Median;2030;2018 €/KWh*a;NA;
HVAC overhead transmission;Median;2040;2018 €/KWh*a;NA;
HVAC overhead transmission;Median;2050;2018 €/KWh*a;NA;
HVDC overhead transmission;Min;2018;2018 €/KWh*a;NA;
HVDC overhead transmission;Min;2020;2018 €/KWh*a;NA;
HVDC overhead transmission;Min;2030;2018 €/KWh*a;NA;
HVDC overhead transmission;Min;2040;2018 €/KWh*a;NA;
HVDC overhead transmission;Min;2050;2018 €/KWh*a;NA;
HVDC overhead transmission;Max;2018;2018 €/KWh*a;NA;
HVDC overhead transmission;Max;2020;2018 €/KWh*a;NA;
HVDC overhead transmission;Max;2030;2018 €/KWh*a;NA;
HVDC overhead transmission;Max;2040;2018 €/KWh*a;NA;
HVDC overhead transmission;Max;2050;2018 €/KWh*a;NA;
HVDC overhead transmission;Mean;2018;2018 €/KWh*a;NA;
HVDC overhead transmission;Mean;2020;2018 €/KWh*a;NA;
HVDC overhead transmission;Mean;2030;2018 €/KWh*a;NA;
HVDC overhead transmission;Mean;2040;2018 €/KWh*a;NA;
HVDC overhead transmission;Mean;2050;2018 €/KWh*a;NA;
HVDC overhead transmission;Median;2018;2018 €/KWh*a;NA;
HVDC overhead transmission;Median;2020;2018 €/KWh*a;NA;
HVDC overhead transmission;Median;2030;2018 €/KWh*a;NA;
HVDC overhead transmission;Median;2040;2018 €/KWh*a;NA;
HVDC overhead transmission;Median;2050;2018 €/KWh*a;NA;
HVAC underground cables;Min;2018;2018 €/KWh*a;NA;
HVAC underground cables;Min;2020;2018 €/KWh*a;NA;
HVAC underground cables;Min;2030;2018 €/KWh*a;NA;
HVAC underground cables;Min;2040;2018 €/KWh*a;NA;
HVAC underground cables;Min;2050;2018 €/KWh*a;NA;
HVAC underground cables;Max;2018;2018 €/KWh*a;NA;
HVAC underground cables;Max;2020;2018 €/KWh*a;NA;
HVAC underground cables;Max;2030;2018 €/KWh*a;NA;
HVAC underground cables;Max;2040;2018 €/KWh*a;NA;
HVAC underground cables;Max;2050;2018 €/KWh*a;NA;
HVAC underground cables;Mean;2018;2018 €/KWh*a;NA;
HVAC underground cables;Mean;2020;2018 €/KWh*a;NA;
HVAC underground cables;Mean;2030;2018 €/KWh*a;NA;
HVAC underground cables;Mean;2040;2018 €/KWh*a;NA;
HVAC underground cables;Mean;2050;2018 €/KWh*a;NA;
HVAC underground cables;Median;2018;2018 €/KWh*a;NA;
HVAC underground cables;Median;2020;2018 €/KWh*a;NA;
HVAC underground cables;Median;2030;2018 €/KWh*a;NA;
HVAC underground cables;Median;2040;2018 €/KWh*a;NA;
HVAC underground cables;Median;2050;2018 €/KWh*a;NA;
HVDC underground cables;Min;2018;2018 €/KWh*a;NA;
HVDC underground cables;Min;2020;2018 €/KWh*a;NA;
HVDC underground cables;Min;2030;2018 €/KWh*a;NA;
HVDC underground cables;Min;2040;2018 €/KWh*a;NA;
HVDC underground cables;Min;2050;2018 €/KWh*a;NA;
HVDC underground cables;Max;2018;2018 €/KWh*a;NA;
HVDC underground cables;Max;2020;2018 €/KWh*a;NA;
HVDC underground cables;Max;2030;2018 €/KWh*a;NA;
HVDC underground cables;Max;2040;2018 €/KWh*a;NA;
HVDC underground cables;Max;2050;2018 €/KWh*a;NA;
HVDC underground cables;Mean;2018;2018 €/KWh*a;NA;
HVDC underground cables;Mean;2020;2018 €/KWh*a;NA;
HVDC underground cables;Mean;2030;2018 €/KWh*a;NA;
HVDC underground cables;Mean;2040;2018 €/KWh*a;NA;
HVDC underground cables;Mean;2050;2018 €/KWh*a;NA;
HVDC underground cables;Median;2018;2018 €/KWh*a;NA;
HVDC underground cables;Median;2020;2018 €/KWh*a;NA;
HVDC underground cables;Median;2030;2018 €/KWh*a;NA;
HVDC underground cables;Median;2040;2018 €/KWh*a;NA;
HVDC underground cables;Median;2050;2018 €/KWh*a;NA;
HVAC overhead transmission;Min;2018;2018 €/KWh*a;NA;
HVAC overhead transmission;Min;2020;2018 €/KWh*a;NA;
HVAC overhead transmission;Min;2030;2018 €/KWh*a;NA;
HVAC overhead transmission;Min;2040;2018 €/KWh*a;NA;
HVAC overhead transmission;Min;2050;2018 €/KWh*a;NA;
HVAC overhead transmission;Max;2018;2018 €/KWh*a;NA;
HVAC overhead transmission;Max;2020;2018 €/KWh*a;NA;
HVAC overhead transmission;Max;2030;2018 €/KWh*a;NA;
HVAC overhead transmission;Max;2040;2018 €/KWh*a;NA;
HVAC overhead transmission;Max;2050;2018 €/KWh*a;NA;
HVAC overhead transmission;Mean;2018;2018 €/KWh*a;NA;
HVAC overhead transmission;Mean;2020;2018 €/KWh*a;NA;
HVAC overhead transmission;Mean;2030;2018 €/KWh*a;NA;
HVAC overhead transmission;Mean;2040;2018 €/KWh*a;NA;
HVAC overhead transmission;Mean;2050;2018 €/KWh*a;NA;
HVAC overhead transmission;Median;2018;2018 €/KWh*a;NA;
HVAC overhead transmission;Median;2020;2018 €/KWh*a;NA;
HVAC overhead transmission;Median;2030;2018 €/KWh*a;NA;
HVAC overhead transmission;Median;2040;2018 €/KWh*a;NA;
HVAC overhead transmission;Median;2050;2018 €/KWh*a;NA;
HVDC overhead transmission;Min;2018;2018 €/KWh*a;NA;
HVDC overhead transmission;Min;2020;2018 €/KWh*a;NA;
HVDC overhead transmission;Min;2030;2018 €/KWh*a;NA;
HVDC overhead transmission;Min;2040;2018 €/KWh*a;NA;
HVDC overhead transmission;Min;2050;2018 €/KWh*a;NA;
HVDC overhead transmission;Max;2018;2018 €/KWh*a;NA;
HVDC overhead transmission;Max;2020;2018 €/KWh*a;NA;
HVDC overhead transmission;Max;2030;2018 €/KWh*a;NA;
HVDC overhead transmission;Max;2040;2018 €/KWh*a;NA;
HVDC overhead transmission;Max;2050;2018 €/KWh*a;NA;
HVDC overhead transmission;Mean;2018;2018 €/KWh*a;NA;
HVDC overhead transmission;Mean;2020;2018 €/KWh*a;NA;
HVDC overhead transmission;Mean;2030;2018 €/KWh*a;NA;
HVDC overhead transmission;Mean;2040;2018 €/KWh*a;NA;
HVDC overhead transmission;Mean;2050;2018 €/KWh*a;NA;
HVDC overhead transmission;Median;2018;2018 €/KWh*a;NA;
HVDC overhead transmission;Median;2020;2018 €/KWh*a;NA;
HVDC overhead transmission;Median;2030;2018 €/KWh*a;NA;
HVDC overhead transmission;Median;2040;2018 €/KWh*a;NA;
HVDC overhead transmission;Median;2050;2018 €/KWh*a;NA;
Vanadium redox flow batteries;Min;2018;2018 €/KWh*a;NA;
Vanadium redox flow batteries;Min;2020;2018 €/KWh*a;NA;
Vanadium redox flow batteries;Min;2030;2018 €/KWh*a;NA;
Vanadium redox flow batteries;Min;2040;2018 €/KWh*a;NA;
Vanadium redox flow batteries;Min;2050;2018 €/KWh*a;NA;
Vanadium redox flow batteries;Max;2018;2018 €/KWh*a;NA;
Vanadium redox flow batteries;Max;2020;2018 €/KWh*a;NA;
Vanadium redox flow batteries;Max;2030;2018 €/KWh*a;NA;
Vanadium redox flow batteries;Max;2040;2018 €/KWh*a;NA;
Vanadium redox flow batteries;Max;2050;2018 €/KWh*a;NA;
Vanadium redox flow batteries;Mean;2018;2018 €/KWh*a;NA;
Vanadium redox flow batteries;Mean;2020;2018 €/KWh*a;NA;
Vanadium redox flow batteries;Mean;2030;2018 €/KWh*a;NA;
Vanadium redox flow batteries;Mean;2040;2018 €/KWh*a;NA;
Vanadium redox flow batteries;Mean;2050;2018 €/KWh*a;NA;
Vanadium redox flow batteries;Median;2018;2018 €/KWh*a;NA;
Vanadium redox flow batteries;Median;2020;2018 €/KWh*a;NA;
Vanadium redox flow batteries;Median;2030;2018 €/KWh*a;NA;
Vanadium redox flow batteries;Median;2040;2018 €/KWh*a;NA;
Vanadium redox flow batteries;Median;2050;2018 €/KWh*a;NA;
Vanadium redox flow batteries;Min;2018;2018 €/KWh*a;NA;
Vanadium redox flow batteries;Min;2020;2018 €/KWh*a;NA;
Vanadium redox flow batteries;Min;2030;2018 €/KWh*a;NA;
Vanadium redox flow batteries;Min;2040;2018 €/KWh*a;NA;
Vanadium redox flow batteries;Min;2050;2018 €/KWh*a;NA;
Vanadium redox flow batteries;Max;2018;2018 €/KWh*a;NA;
Vanadium redox flow batteries;Max;2020;2018 €/KWh*a;NA;
Vanadium redox flow batteries;Max;2030;2018 €/KWh*a;NA;
Vanadium redox flow batteries;Max;2040;2018 €/KWh*a;NA;
Vanadium redox flow batteries;Max;2050;2018 €/KWh*a;NA;
Vanadium redox flow batteries;Mean;2018;2018 €/KWh*a;NA;
Vanadium redox flow batteries;Mean;2020;2018 €/KWh*a;NA;
Vanadium redox flow batteries;Mean;2030;2018 €/KWh*a;NA;
Vanadium redox flow batteries;Mean;2040;2018 €/KWh*a;NA;
Vanadium redox flow batteries;Mean;2050;2018 €/KWh*a;NA;
Vanadium redox flow batteries;Median;2018;2018 €/KWh*a;NA;
Vanadium redox flow batteries;Median;2020;2018 €/KWh*a;NA;
Vanadium redox flow batteries;Median;2030;2018 €/KWh*a;NA;
Vanadium redox flow batteries;Median;2040;2018 €/KWh*a;NA;
Vanadium redox flow batteries;Median;2050;2018 €/KWh*a;NA;
Compressed air;Min;2018;2018 €/KWh*a;0.001;M. Child, C. Kemfert, D. Bogdanov, and C. Breyer, “Flexible electricity generation, grid exchange and storage for the transition to a 100% renewable energy system in Europe,” Renewable Energy, vol. 139, 2019, pp. 80–101.
Compressed air;Min;2020;2018 €/KWh*a;0.001;M. Child, C. Kemfert, D. Bogdanov, and C. Breyer, “Flexible electricity generation, grid exchange and storage for the transition to a 100% renewable energy system in Europe,” Renewable Energy, vol. 139, 2019, pp. 80–101.
Compressed air;Min;2030;2018 €/KWh*a;0.001;M. Child, C. Kemfert, D. Bogdanov, and C. Breyer, “Flexible electricity generation, grid exchange and storage for the transition to a 100% renewable energy system in Europe,” Renewable Energy, vol. 139, 2019, pp. 80–101.
Compressed air;Min;2040;2018 €/KWh*a;0.001;M. Child, C. Kemfert, D. Bogdanov, and C. Breyer, “Flexible electricity generation, grid exchange and storage for the transition to a 100% renewable energy system in Europe,” Renewable Energy, vol. 139, 2019, pp. 80–101.
Compressed air;Min;2050;2018 €/KWh*a;0.001;M. Child, C. Kemfert, D. Bogdanov, and C. Breyer, “Flexible electricity generation, grid exchange and storage for the transition to a 100% renewable energy system in Europe,” Renewable Energy, vol. 139, 2019, pp. 80–101.
Compressed air;Max;2018;2018 €/KWh*a;0.001;M. Child, C. Kemfert, D. Bogdanov, and C. Breyer, “Flexible electricity generation, grid exchange and storage for the transition to a 100% renewable energy system in Europe,” Renewable Energy, vol. 139, 2019, pp. 80–101.
Compressed air;Max;2020;2018 €/KWh*a;0.001;M. Child, C. Kemfert, D. Bogdanov, and C. Breyer, “Flexible electricity generation, grid exchange and storage for the transition to a 100% renewable energy system in Europe,” Renewable Energy, vol. 139, 2019, pp. 80–101.
Compressed air;Max;2030;2018 €/KWh*a;0.001;M. Child, C. Kemfert, D. Bogdanov, and C. Breyer, “Flexible electricity generation, grid exchange and storage for the transition to a 100% renewable energy system in Europe,” Renewable Energy, vol. 139, 2019, pp. 80–101.
Compressed air;Max;2040;2018 €/KWh*a;0.001;M. Child, C. Kemfert, D. Bogdanov, and C. Breyer, “Flexible electricity generation, grid exchange and storage for the transition to a 100% renewable energy system in Europe,” Renewable Energy, vol. 139, 2019, pp. 80–101.
Compressed air;Max;2050;2018 €/KWh*a;0.001;M. Child, C. Kemfert, D. Bogdanov, and C. Breyer, “Flexible electricity generation, grid exchange and storage for the transition to a 100% renewable energy system in Europe,” Renewable Energy, vol. 139, 2019, pp. 80–101.
Compressed air;Mean;2018;2018 €/KWh*a;0.001;
Compressed air;Mean;2020;2018 €/KWh*a;0.001;
Compressed air;Mean;2030;2018 €/KWh*a;0.001;
Compressed air;Mean;2040;2018 €/KWh*a;0.001;
Compressed air;Mean;2050;2018 €/KWh*a;0.001;
Compressed air;Median;2018;2018 €/KWh*a;0.001;
Compressed air;Median;2020;2018 €/KWh*a;0.001;
Compressed air;Median;2030;2018 €/KWh*a;0.001;
Compressed air;Median;2040;2018 €/KWh*a;0.001;
Compressed air;Median;2050;2018 €/KWh*a;0.001;
Compressed air;Min;2018;2018 €/KWh*a;NA;
Compressed air;Min;2020;2018 €/KWh*a;NA;
Compressed air;Min;2030;2018 €/KWh*a;NA;
Compressed air;Min;2040;2018 €/KWh*a;NA;
Compressed air;Min;2050;2018 €/KWh*a;NA;
Compressed air;Max;2018;2018 €/KWh*a;NA;
Compressed air;Max;2020;2018 €/KWh*a;NA;
Compressed air;Max;2030;2018 €/KWh*a;NA;
